"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify a section can be moved into another section","3329","Verify a section can be moved into another section","API regression tests","2026-07-23","passed","2026-07-23","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
"Delete role","15218","Verify role can be deleted","UI Regression tests","2026-07-23","passed","2026-07-23","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Log out from the application","10155","Log out from the application","UI Regression tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","UI Tests","tests.ui.LoginTest","logOutTest"
"Create a new project","16251","Create a new project","UI Smoke tests","2026-07-23","passed","2026-07-23","Project management functionality tests","Smoke Tests","tests.ui.ProjectsTest","createProjectTest"
"Complete milestone","37831","Verify milestone can be completed","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Verify a section can be updated","1194","Verify a section can be updated","API regression tests","2026-07-23","passed","2026-07-23","Sections functionality tests","API Tests","tests.api.SectionAPITest","updateSection"
"Create and then delete a project","19204","Create and then delete a project","UI Regression tests","2026-07-23","passed","2026-07-23","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Edit project name","21572","Edit project name","UI Regression tests","2026-07-23","passed","2026-07-23","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Delete milestone","32985","Verify milestone can be deleted","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","deleteMilestoneTest"
"Verify a test run attachment can be deleted","3078","Verify a test run attachment can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestRun"
"View test run statistics","44224","View test run statistics","UI Regression tests","2026-07-23","passed","2026-07-23","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Verify a test case can be created","2234","Verify a test case can be created","API regression tests","2026-07-23","passed","2026-07-23","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","createTestCase"
"Update user data","1","Verify user data can be updated","UI Regression tests","2026-07-23","unknown","2026-07-23","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","updateUserDataTest"
"Verify created test data can be deleted","2285","Verify created test data can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Add passed result to a test","43395","Add passed result to a test","UI Regression tests","2026-07-23","passed","2026-07-23","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addPassedResultTest"
"Update role","17247","Verify role can be updated","UI Regression tests","2026-07-23","passed","2026-07-23","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Fill a custom field (Preconditions) of a test case","15607","Fill a custom field of a test case","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Add failed result with attachment","47144","Add failed result with attachment","UI Regression tests","2026-07-23","passed","2026-07-23","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
"Create milestone","28563","Verify milestone can be created","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","createMilestoneTest"
"Verify the projects list can be retrieved","1703","Verify the projects list can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Verify API authentication succeeds with valid credentials","5202","Verify API authentication succeeds with valid credentials","API regression tests","2026-07-23","passed","2026-07-23","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkValidCredentialsAuthentication"
"Change color scheme","18842","Verify color scheme can be changed","UI Regression tests","2026-07-23","passed","2026-07-23","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Login with invalid credentials shows error","5711","Login with invalid credentials shows error","UI Regression tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Verify created sections can be deleted","3302","Verify created sections can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Sections functionality tests","API Tests","tests.api.SectionAPITest","deleteSections"
"Create user","0","Verify user can be created","UI Regression tests","2026-07-23","unknown","2026-07-23","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","createUserTest"
"Verify the created section with the test case can be deleted","1130","Verify the created section with the test case can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Verify a test case title can be updated","1309","Verify a test case title can be updated","API regression tests","2026-07-23","passed","2026-07-23","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
"Export run results to a file","39815","Export run results to a file","UI Regression tests","2026-07-23","passed","2026-07-23","Reports functionality tests","UI Tests","tests.ui.ReportTest","exportRunResultsTest"
"Create test run","72588","Create test run","UI Smoke tests","2026-07-23","passed","2026-07-23","Test runs functionality tests","Smoke Tests","tests.ui.TestRunTest","createRunTest"
"Login with valid credentials","10022","Login with valid credentials","UI Smoke tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","Smoke Tests","tests.ui.LoginTest","loginTest"
"Suite shows test cases count","26101","Suite shows test cases count","UI Regression tests","2026-07-23","passed","2026-07-23","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","suiteShowsCasesCountTest"
"Change language","18118","Verify language can be changed","UI Regression tests","2026-07-23","passed","2026-07-23","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeLanguage"
"Verify a test run attachment can be retrieved","1006","Verify a test run attachment can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Move test case to another section via edit form","17387","Move test case to another section via edit form","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","moveTestCaseToSectionTest"
"Verify project test cases can be retrieved","1035","Verify project test cases can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","getTestCases"
"Verify a test case attachment can be deleted","2910","Verify a test case attachment can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Verify an attachment can be added to a test run","2700","Verify an attachment can be added to a test run","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Verify an attachment can be added to a test case","4241","Verify an attachment can be added to a test case","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Verify selection can be created","1317","Verify selection can be created","API regression tests","2026-07-23","passed","2026-07-23","Sections functionality tests","API Tests","tests.api.SectionAPITest","checkCreateSection"
"Update user group","16841","Verify group can be updated","UI Regression tests","2026-07-23","passed","2026-07-23","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
"Add test case to suite","31430","Add test case to suite","UI Regression tests","2026-07-23","passed","2026-07-23","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Verify the created project can be deleted","1194","Verify the created project can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","deleteProject"
"Check milestone data","35711","Verify milestone data is displayed","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Create and then delete a test case","19709","Create and then delete a test case","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","testCaseCreationAndDeletionTest"
