"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify a test run attachment can be deleted","2906","Verify a test run attachment can be deleted","API regression tests","2026-07-24","passed","2026-07-24","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestRun"
"Update user group","17729","Verify group can be updated","UI Regression tests","2026-07-24","passed","2026-07-24","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
"View test run statistics","46069","View test run statistics","UI Regression tests","2026-07-24","passed","2026-07-24","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Compare results of two runs","57562","Compare results of two runs","UI Regression tests","2026-07-24","passed","2026-07-24","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
"Change test case priority","16027","Change test case priority","UI Regression tests","2026-07-24","passed","2026-07-24","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","changePriorityInTestCaseTest"
"Suite shows test cases count","24945","Suite shows test cases count","UI Regression tests","2026-07-24","failed","2026-07-24","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","suiteShowsCasesCountTest"
"Move test case to another section via edit form","18435","Move test case to another section via edit form","UI Regression tests","2026-07-24","passed","2026-07-24","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","moveTestCaseToSectionTest"
"Verify created test data can be deleted","2003","Verify created test data can be deleted","API regression tests","2026-07-24","passed","2026-07-24","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Close test run","41388","Close test run","UI Regression tests","2026-07-24","passed","2026-07-24","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Verify created sections can be deleted","2873","Verify created sections can be deleted","API regression tests","2026-07-24","passed","2026-07-24","Sections functionality tests","API Tests","tests.api.SectionAPITest","deleteSections"
"Edit test case title via edit form","19276","Edit test case title via edit form","UI Regression tests","2026-07-24","passed","2026-07-24","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","editTestCaseTest"
"Create test run","54957","Create test run","UI Smoke tests","2026-07-24","passed","2026-07-24","Test runs functionality tests","Smoke Tests","tests.ui.TestRunTest","createRunTest"
"Update milestone","41121","Verify milestone can be updated","UI Regression tests","2026-07-24","passed","2026-07-24","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","updateMilestoneTest"
"Create and then delete a project","19991","Create and then delete a project","UI Regression tests","2026-07-24","passed","2026-07-24","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Priority change is reflected in case history","17960","Priority change is reflected in case history","UI Regression tests","2026-07-24","passed","2026-07-24","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","priorityChangeInHistoryTest"
"Delete test suite","31300","Delete test suite","UI Regression tests","2026-07-24","passed","2026-07-24","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Deactivate user","1","Verify user can be deactivated","UI Regression tests","2026-07-24","unknown","2026-07-24","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","deactivateUserTest"
"Login with invalid credentials shows error","5949","Login with invalid credentials shows error","UI Regression tests","2026-07-24","passed","2026-07-24","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Export run results to a file","42333","Export run results to a file","UI Regression tests","2026-07-24","passed","2026-07-24","Reports functionality tests","UI Tests","tests.ui.ReportTest","exportRunResultsTest"
"Session expires after clearing browser cookies","13817","Session expires after clearing browser cookies","UI Regression tests","2026-07-24","passed","2026-07-24","Authentication functionality tests","UI Tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Verify project test runs can be retrieved","3687","Verify project test runs can be retrieved","API regression tests","2026-07-24","passed","2026-07-24","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getTestRuns"
"Verify the created section with the test case can be deleted","1027","Verify the created section with the test case can be deleted","API regression tests","2026-07-24","passed","2026-07-24","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Check milestone data","38656","Verify milestone data is displayed","UI Regression tests","2026-07-24","passed","2026-07-24","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Delete role","17656","Verify role can be deleted","UI Regression tests","2026-07-24","passed","2026-07-24","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Update user's name","14583","Verify user's name can be updated","UI Regression tests","2026-07-24","passed","2026-07-24","Settings functionality tests","UI Tests","tests.ui.SettingsTest","updateUsersName"
"Verify a test run attachment can be retrieved","845","Verify a test run attachment can be retrieved","API regression tests","2026-07-24","passed","2026-07-24","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Verify test run results can be retrieved","991","Verify test run results can be retrieved","API regression tests","2026-07-24","passed","2026-07-24","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getResultsForRun"
"Delete user group","15560","Verify group can be deleted","UI Regression tests","2026-07-24","passed","2026-07-24","Group management functionality tests","UI Tests","tests.ui.GroupTest","deleteGroupTest"
"Verify a result can be added to a test run","965","Verify a result can be added to a test run","API regression tests","2026-07-24","passed","2026-07-24","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Edit project name","23776","Edit project name","UI Regression tests","2026-07-24","passed","2026-07-24","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Verify a section can be moved into another section","2924","Verify a section can be moved into another section","API regression tests","2026-07-24","passed","2026-07-24","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
