"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Change test case priority","13133","Change test case priority","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","changePriorityInTestCaseTest"
"Verify a test case title can be updated","1058","Verify a test case title can be updated","API regression tests","2026-07-21","passed","2026-07-21","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
"Verify API authentication succeeds with valid credentials","4630","Verify API authentication succeeds with valid credentials","API regression tests","2026-07-21","passed","2026-07-21","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkValidCredentialsAuthentication"
"Create test run","43343","Create test run","UI Smoke tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","Smoke Tests","tests.ui.TestRunTest","createRunTest"
"Edit test case title via edit form","12966","Edit test case title via edit form","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","editTestCaseTest"
"Deactivate user","0","Verify user can be deactivated","UI Regression tests","2026-07-21","unknown","2026-07-21","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","deactivateUserTest"
"Verify a result can be added to a test run","1122","Verify a result can be added to a test run","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Verify the created section with the test case can be deleted","1036","Verify the created section with the test case can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Create milestone","24350","Verify milestone can be created","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","createMilestoneTest"
"Login with invalid credentials shows error","5231","Login with invalid credentials shows error","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Create user","0","Verify user can be created","UI Regression tests","2026-07-21","unknown","2026-07-21","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","createUserTest"
"Verify a test case attachment can be retrieved","1089","Verify a test case attachment can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Verify created test data can be deleted","2173","Verify created test data can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"View test run statistics","38616","View test run statistics","UI Regression tests","2026-07-21","passed","2026-07-21","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Update user data","1","Verify user data can be updated","UI Regression tests","2026-07-21","unknown","2026-07-21","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","updateUserDataTest"
"Log out from the application","9153","Log out from the application","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","logOutTest"
"Verify created sections can be deleted","3149","Verify created sections can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Sections functionality tests","API Tests","tests.api.SectionAPITest","deleteSections"
"Update user group","14895","Verify group can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
"Create a new project","13980","Create a new project","UI Smoke tests","2026-07-21","passed","2026-07-21","Project management functionality tests","Smoke Tests","tests.ui.ProjectsTest","createProjectTest"
"Update role","15208","Verify role can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Verify an attachment can be added to a test run","2899","Verify an attachment can be added to a test run","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Create and then delete a test case","16533","Create and then delete a test case","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","testCaseCreationAndDeletionTest"
"Create a new test case","15108","Create a new test case","UI Smoke tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","Smoke Tests","tests.ui.TestCaseTest","testCaseCreationTest"
"Create test suite","23706","Create test suite","UI Smoke tests","2026-07-21","passed","2026-07-21","Test suites functionality tests","Smoke Tests","tests.ui.TestSuiteTest","createSuiteTest"
"Update user's name","12077","Verify user's name can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Settings functionality tests","UI Tests","tests.ui.SettingsTest","updateUsersName"
"Create and then delete a project","17479","Create and then delete a project","UI Regression tests","2026-07-21","passed","2026-07-21","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Session expires after clearing browser cookies","8418","Session expires after clearing browser cookies","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Delete role","13095","Verify role can be deleted","UI Regression tests","2026-07-21","passed","2026-07-21","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Check milestone data","30878","Verify milestone data is displayed","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Verify project test cases can be retrieved","1116","Verify project test cases can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","getTestCases"
"Delete test suite","24709","Delete test suite","UI Regression tests","2026-07-21","passed","2026-07-21","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Open an existing test case","11387","Open an existing test case","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Verify selection can be created","1263","Verify selection can be created","API regression tests","2026-07-21","passed","2026-07-21","Sections functionality tests","API Tests","tests.api.SectionAPITest","checkCreateSection"
"Verify a test case can be created","2362","Verify a test case can be created","API regression tests","2026-07-21","passed","2026-07-21","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","createTestCase"
"Close test run","36404","Close test run","UI Regression tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Fill a custom field (Preconditions) of a test case","13138","Fill a custom field of a test case","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Verify a project can be created","984","Verify a project can be created","API regression tests","2026-07-21","passed","2026-07-21","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","createProject"
"Verify API authentication fails with invalid credentials","935","Verify API authentication fails with invalid credentials","API regression tests","2026-07-21","passed","2026-07-21","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Verify the created project can be deleted","1001","Verify the created project can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","deleteProject"
"Verify a test run attachment can be retrieved","1029","Verify a test run attachment can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Verify test run results can be retrieved","1021","Verify test run results can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getResultsForRun"
"Create user group","13811","Verify group can be created","UI Regression tests","2026-07-21","passed","2026-07-21","Group management functionality tests","UI Tests","tests.ui.GroupTest","createGroupTest"
"Move test case to another section via edit form","15489","Move test case to another section via edit form","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","moveTestCaseToSectionTest"
"Filter tests in run by status","35898","Filter tests in run by status","UI Regression tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","filterByStatusTest"
"Update milestone","31827","Verify milestone can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","updateMilestoneTest"
