"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Add test case to suite","29655","Add test case to suite","UI Regression tests","2026-07-23","passed","2026-07-23","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Suite shows test cases count","25144","Suite shows test cases count","UI Regression tests","2026-07-23","passed","2026-07-23","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","suiteShowsCasesCountTest"
"Create test suite","25904","Create test suite","UI Smoke tests","2026-07-23","passed","2026-07-23","Test suites functionality tests","Smoke Tests","tests.ui.TestSuiteTest","createSuiteTest"
"Verify API authentication fails with invalid credentials","764","Verify API authentication fails with invalid credentials","API regression tests","2026-07-23","passed","2026-07-23","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Create and then delete a project","17846","Create and then delete a project","UI Regression tests","2026-07-23","passed","2026-07-23","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Update user data","0","Verify user data can be updated","UI Regression tests","2026-07-23","unknown","2026-07-23","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","updateUserDataTest"
"Delete test suite","27169","Delete test suite","UI Regression tests","2026-07-23","passed","2026-07-23","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Change language","17096","Verify language can be changed","UI Regression tests","2026-07-23","passed","2026-07-23","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeLanguage"
"Verify the created section with the test case can be deleted","751","Verify the created section with the test case can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Login with invalid credentials shows error","5241","Login with invalid credentials shows error","UI Regression tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Login with invalid credentials shows error","5249","Login with invalid credentials shows error","UI Regression tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Change test case priority","13968","Change test case priority","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","changePriorityInTestCaseTest"
"Verify a test run attachment can be retrieved","891","Verify a test run attachment can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Update user group","15432","Verify group can be updated","UI Regression tests","2026-07-23","passed","2026-07-23","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
"Verify a section can be moved into another section","2483","Verify a section can be moved into another section","API regression tests","2026-07-23","passed","2026-07-23","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
"Update role","17262","Verify role can be updated","UI Regression tests","2026-07-23","passed","2026-07-23","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Deactivate user","2","Verify user can be deactivated","UI Regression tests","2026-07-23","unknown","2026-07-23","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","deactivateUserTest"
"Verify the created project can be deleted","828","Verify the created project can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","deleteProject"
"Login with valid credentials","10004","Login with valid credentials","UI Smoke tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","Smoke Tests","tests.ui.LoginTest","loginTest"
"Verify an attachment can be added to a test run","2192","Verify an attachment can be added to a test run","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Create a new test case","16170","Create a new test case","UI Smoke tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","Smoke Tests","tests.ui.TestCaseTest","testCaseCreationTest"
"Compare results of two runs","50929","Compare results of two runs","UI Regression tests","2026-07-23","passed","2026-07-23","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
"Update user's name","13366","Verify user's name can be updated","UI Regression tests","2026-07-23","passed","2026-07-23","Settings functionality tests","UI Tests","tests.ui.SettingsTest","updateUsersName"
"Verify a test case attachment can be retrieved","807","Verify a test case attachment can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Verify the projects list can be retrieved","5078","Verify the projects list can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Verify created test data can be deleted","1547","Verify created test data can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Change color scheme","17714","Verify color scheme can be changed","UI Regression tests","2026-07-23","passed","2026-07-23","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Delete role","14483","Verify role can be deleted","UI Regression tests","2026-07-23","passed","2026-07-23","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Add passed result to a test","42481","Add passed result to a test","UI Regression tests","2026-07-23","passed","2026-07-23","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addPassedResultTest"
"Verify a test case attachment can be deleted","2573","Verify a test case attachment can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Create role","12688","Verify role can be created","UI Regression tests","2026-07-23","passed","2026-07-23","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"View test run statistics","42276","View test run statistics","UI Regression tests","2026-07-23","passed","2026-07-23","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Priority change is reflected in case history","15721","Priority change is reflected in case history","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","priorityChangeInHistoryTest"
"Open an existing test case","11457","Open an existing test case","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Delete milestone","31966","Verify milestone can be deleted","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","deleteMilestoneTest"
"Verify a section can be updated","769","Verify a section can be updated","API regression tests","2026-07-23","passed","2026-07-23","Sections functionality tests","API Tests","tests.api.SectionAPITest","updateSection"
"Verify project test cases can be retrieved","857","Verify project test cases can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","getTestCases"
"Complete milestone","37384","Verify milestone can be completed","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Edit project name","20721","Edit project name","UI Regression tests","2026-07-23","passed","2026-07-23","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Create milestone","25514","Verify milestone can be created","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","createMilestoneTest"
"Create user","0","Verify user can be created","UI Regression tests","2026-07-23","unknown","2026-07-23","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","createUserTest"
"Create user group","14796","Verify group can be created","UI Regression tests","2026-07-23","passed","2026-07-23","Group management functionality tests","UI Tests","tests.ui.GroupTest","createGroupTest"
"Verify selection can be created","788","Verify selection can be created","API regression tests","2026-07-23","passed","2026-07-23","Sections functionality tests","API Tests","tests.api.SectionAPITest","checkCreateSection"
"Create and then delete a test case","20038","Create and then delete a test case","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","testCaseCreationAndDeletionTest"
"Add failed result with attachment","54675","Add failed result with attachment","UI Regression tests","2026-07-23","passed","2026-07-23","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
"Close test run","39041","Close test run","UI Regression tests","2026-07-23","passed","2026-07-23","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Move test case to another section via edit form","15618","Move test case to another section via edit form","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","moveTestCaseToSectionTest"
"Verify project test runs can be retrieved","3162","Verify project test runs can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getTestRuns"
