"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create test suite","16866","Create test suite","Surefire suite","2026-07-18","passed","2026-07-18","Test suites functionality tests","Test suites functionality tests","tests.ui.TestSuiteTest","createSuiteTest"
"Complete milestone","24456","Verify milestone can be completed","Surefire suite","2026-07-18","passed","2026-07-18","Milestones functionality tests","Milestones functionality tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Create and then delete a test case","15560","Create and then delete a test case","Surefire suite","2026-07-18","passed","2026-07-18","Test cases functionality tests","Test cases functionality tests","tests.ui.TestCaseTest","testCaseCreationAndDeletionTest"
"Delete milestone","21250","Verify milestone can be deleted","Surefire suite","2026-07-18","passed","2026-07-18","Milestones functionality tests","Milestones functionality tests","tests.ui.MilestoneTest","deleteMilestoneTest"
"Suite shows test cases count","17576","Suite shows test cases count","Surefire suite","2026-07-18","passed","2026-07-18","Test suites functionality tests","Test suites functionality tests","tests.ui.TestSuiteTest","suiteShowsCasesCountTest"
"Login with valid credentials","7280","Login with valid credentials","Surefire suite","2026-07-18","passed","2026-07-18","Authentication functionality tests","Authentication functionality tests","tests.ui.LoginTest","loginTest"
"Create milestone","17823","Verify milestone can be created","Surefire suite","2026-07-18","passed","2026-07-18","Milestones functionality tests","Milestones functionality tests","tests.ui.MilestoneTest","createMilestoneTest"
"Login with invalid credentials shows error","13325","Login with invalid credentials shows error","Surefire suite","2026-07-18","failed","2026-07-18","Authentication functionality tests","Authentication functionality tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Session expires after clearing browser cookies","8373","Session expires after clearing browser cookies","Surefire suite","2026-07-18","passed","2026-07-18","Authentication functionality tests","Authentication functionality tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Filter tests in run by status","29925","Filter tests in run by status","Surefire suite","2026-07-18","passed","2026-07-18","Test runs functionality tests","Test runs functionality tests","tests.ui.TestRunTest","filterByStatusTest"
"Add passed result to a test","30954","Add passed result to a test","Surefire suite","2026-07-18","passed","2026-07-18","Test runs functionality tests","Test runs functionality tests","tests.ui.TestRunTest","addPassedResultTest"
"Change language","11929","Verify language can be changed","Surefire suite","2026-07-18","passed","2026-07-18","Settings functionality tests","Settings functionality tests","tests.ui.SettingsTest","changeLanguage"
"Compare results of two runs","39537","Compare results of two runs","Surefire suite","2026-07-18","passed","2026-07-18","Reports functionality tests","Reports functionality tests","tests.ui.ReportTest","compareRunsTest"
"Fill a custom field (Preconditions) of a test case","11755","Fill a custom field of a test case","Surefire suite","2026-07-18","passed","2026-07-18","Test cases functionality tests","Test cases functionality tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Create user group","12457","Verify group can be created","Surefire suite","2026-07-18","passed","2026-07-18","Group management functionality tests","Group management functionality tests","tests.ui.GroupTest","createGroupTest"
"Create a new test case","13185","Create a new test case","Surefire suite","2026-07-18","passed","2026-07-18","Test cases functionality tests","Test cases functionality tests","tests.ui.TestCaseTest","testCaseCreationTest"
"Log out from the application","8193","Log out from the application","Surefire suite","2026-07-18","passed","2026-07-18","Authentication functionality tests","Authentication functionality tests","tests.ui.LoginTest","logOutTest"
"Edit project name","15258","Edit project name","Surefire suite","2026-07-18","passed","2026-07-18","Project management functionality tests","Project management functionality tests","tests.ui.ProjectsTest","editProjectNameTest"
"Update milestone","24952","Verify milestone can be updated","Surefire suite","2026-07-18","passed","2026-07-18","Milestones functionality tests","Milestones functionality tests","tests.ui.MilestoneTest","updateMilestoneTest"
