"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify a test case can be created","1509","Verify a test case can be created","API regression tests","2026-07-22","passed","2026-07-22","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","createTestCase"
"Create and then delete a project","20803","Create and then delete a project","UI Regression tests","2026-07-22","passed","2026-07-22","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Verify created test data can be deleted","1494","Verify created test data can be deleted","API regression tests","2026-07-22","passed","2026-07-22","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Change color scheme","19144","Verify color scheme can be changed","UI Regression tests","2026-07-22","passed","2026-07-22","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Verify an attachment can be added to a test run","2135","Verify an attachment can be added to a test run","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Create role","14622","Verify role can be created","UI Regression tests","2026-07-22","passed","2026-07-22","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Verify a section can be moved into another section","2497","Verify a section can be moved into another section","API regression tests","2026-07-22","passed","2026-07-22","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
"Delete test suite","28930","Delete test suite","UI Regression tests","2026-07-22","passed","2026-07-22","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Change language","19145","Verify language can be changed","UI Regression tests","2026-07-22","passed","2026-07-22","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeLanguage"
"Priority change is reflected in case history","17952","Priority change is reflected in case history","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","priorityChangeInHistoryTest"
"Create test run","39208","Create test run","UI Smoke tests","2026-07-22","passed","2026-07-22","Test runs functionality tests","Smoke Tests","tests.ui.TestRunTest","createRunTest"
"Verify a section can be updated","751","Verify a section can be updated","API regression tests","2026-07-22","passed","2026-07-22","Sections functionality tests","API Tests","tests.api.SectionAPITest","updateSection"
"Update milestone","40397","Verify milestone can be updated","UI Regression tests","2026-07-22","passed","2026-07-22","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","updateMilestoneTest"
"Deactivate user","0","Verify user can be deactivated","UI Regression tests","2026-07-22","unknown","2026-07-22","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","deactivateUserTest"
"Create test suite","23816","Create test suite","UI Smoke tests","2026-07-22","passed","2026-07-22","Test suites functionality tests","Smoke Tests","tests.ui.TestSuiteTest","createSuiteTest"
"Verify project test cases can be retrieved","881","Verify project test cases can be retrieved","API regression tests","2026-07-22","passed","2026-07-22","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","getTestCases"
"Update user's name","14094","Verify user's name can be updated","UI Regression tests","2026-07-22","passed","2026-07-22","Settings functionality tests","UI Tests","tests.ui.SettingsTest","updateUsersName"
"Move test case to another section via edit form","17016","Move test case to another section via edit form","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","moveTestCaseToSectionTest"
"Close test run","41274","Close test run","UI Regression tests","2026-07-22","passed","2026-07-22","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Verify a test run attachment can be retrieved","891","Verify a test run attachment can be retrieved","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Update user group","18150","Verify group can be updated","UI Regression tests","2026-07-22","passed","2026-07-22","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
"Verify the created section with the test case can be deleted","882","Verify the created section with the test case can be deleted","API regression tests","2026-07-22","passed","2026-07-22","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Delete user group","16235","Verify group can be deleted","UI Regression tests","2026-07-22","passed","2026-07-22","Group management functionality tests","UI Tests","tests.ui.GroupTest","deleteGroupTest"
"Verify API authentication succeeds with valid credentials","5014","Verify API authentication succeeds with valid credentials","API regression tests","2026-07-22","passed","2026-07-22","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkValidCredentialsAuthentication"
"Verify test run results can be retrieved","733","Verify test run results can be retrieved","API regression tests","2026-07-22","passed","2026-07-22","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getResultsForRun"
"Verify created sections can be deleted","2438","Verify created sections can be deleted","API regression tests","2026-07-22","passed","2026-07-22","Sections functionality tests","API Tests","tests.api.SectionAPITest","deleteSections"
"Verify selection can be created","1015","Verify selection can be created","API regression tests","2026-07-22","passed","2026-07-22","Sections functionality tests","API Tests","tests.api.SectionAPITest","checkCreateSection"
"Delete role","16379","Verify role can be deleted","UI Regression tests","2026-07-22","passed","2026-07-22","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Create user","2","Verify user can be created","UI Regression tests","2026-07-22","unknown","2026-07-22","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","createUserTest"
"Create user group","16075","Verify group can be created","UI Regression tests","2026-07-22","passed","2026-07-22","Group management functionality tests","UI Tests","tests.ui.GroupTest","createGroupTest"
"Add passed result to a test","44981","Add passed result to a test","UI Regression tests","2026-07-22","passed","2026-07-22","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addPassedResultTest"
"Delete milestone","32918","Verify milestone can be deleted","UI Regression tests","2026-07-22","passed","2026-07-22","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","deleteMilestoneTest"
"Create a new project","21126","Create a new project","UI Smoke tests","2026-07-22","passed","2026-07-22","Project management functionality tests","Smoke Tests","tests.ui.ProjectsTest","createProjectTest"
"Edit project name","23437","Edit project name","UI Regression tests","2026-07-22","passed","2026-07-22","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Verify a test case attachment can be deleted","2513","Verify a test case attachment can be deleted","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Create a new test case","16673","Create a new test case","UI Smoke tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","Smoke Tests","tests.ui.TestCaseTest","testCaseCreationTest"
"Compare results of two runs","55203","Compare results of two runs","UI Regression tests","2026-07-22","passed","2026-07-22","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
"Complete milestone","39842","Verify milestone can be completed","UI Regression tests","2026-07-22","passed","2026-07-22","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Create and then delete a test case","19485","Create and then delete a test case","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","testCaseCreationAndDeletionTest"
"Export run results to a file","41198","Export run results to a file","UI Regression tests","2026-07-22","failed","2026-07-22","Reports functionality tests","UI Tests","tests.ui.ReportTest","exportRunResultsTest"
"Verify a result can be added to a test run","827","Verify a result can be added to a test run","API regression tests","2026-07-22","passed","2026-07-22","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Update user data","0","Verify user data can be updated","UI Regression tests","2026-07-22","unknown","2026-07-22","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","updateUserDataTest"
"View test run statistics","44126","View test run statistics","UI Regression tests","2026-07-22","passed","2026-07-22","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Verify an attachment can be added to a test case","3164","Verify an attachment can be added to a test case","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Verify a test run attachment can be deleted","2331","Verify a test run attachment can be deleted","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestRun"
"Login with invalid credentials shows error","6120","Login with invalid credentials shows error","UI Regression tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Filter tests in run by status","41630","Filter tests in run by status","UI Regression tests","2026-07-22","passed","2026-07-22","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","filterByStatusTest"
"Verify a project can be created","858","Verify a project can be created","API regression tests","2026-07-22","passed","2026-07-22","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","createProject"
"Add test case to suite","31586","Add test case to suite","UI Regression tests","2026-07-22","passed","2026-07-22","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Check milestone data","35756","Verify milestone data is displayed","UI Regression tests","2026-07-22","passed","2026-07-22","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Change test case priority","16602","Change test case priority","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","changePriorityInTestCaseTest"
"Suite shows test cases count","27088","Suite shows test cases count","UI Regression tests","2026-07-22","passed","2026-07-22","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","suiteShowsCasesCountTest"
"Login with invalid credentials shows error","6288","Login with invalid credentials shows error","UI Regression tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Verify a test case attachment can be retrieved","841","Verify a test case attachment can be retrieved","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Log out from the application","10837","Log out from the application","UI Regression tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","UI Tests","tests.ui.LoginTest","logOutTest"
"Update role","17923","Verify role can be updated","UI Regression tests","2026-07-22","passed","2026-07-22","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Verify the projects list can be retrieved","1461","Verify the projects list can be retrieved","API regression tests","2026-07-22","passed","2026-07-22","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Add failed result with attachment","57064","Add failed result with attachment","UI Regression tests","2026-07-22","passed","2026-07-22","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
"Create milestone","28545","Verify milestone can be created","UI Regression tests","2026-07-22","passed","2026-07-22","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","createMilestoneTest"
"Edit test case title via edit form","17829","Edit test case title via edit form","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","editTestCaseTest"
"Verify the created project can be deleted","742","Verify the created project can be deleted","API regression tests","2026-07-22","passed","2026-07-22","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","deleteProject"
"Session expires after clearing browser cookies","10061","Session expires after clearing browser cookies","UI Regression tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","UI Tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Fill a custom field (Preconditions) of a test case","16068","Fill a custom field of a test case","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Open an existing test case","13513","Open an existing test case","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Verify a test case title can be updated","807","Verify a test case title can be updated","API regression tests","2026-07-22","passed","2026-07-22","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
"Login with valid credentials","8959","Login with valid credentials","UI Smoke tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","Smoke Tests","tests.ui.LoginTest","loginTest"
"Verify API authentication fails with invalid credentials","787","Verify API authentication fails with invalid credentials","API regression tests","2026-07-22","passed","2026-07-22","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Verify project test runs can be retrieved","3386","Verify project test runs can be retrieved","API regression tests","2026-07-22","passed","2026-07-22","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getTestRuns"
