"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Update role","12132","Verify role can be updated","UI Regression tests","2026-07-18","passed","2026-07-18","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Create and then delete a project","13103","Create and then delete a project","UI Regression tests","2026-07-18","passed","2026-07-18","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Verify created test data can be deleted","1484","Verify created test data can be deleted","API regression tests","2026-07-18","passed","2026-07-18","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Create and then delete a test case","13928","Create and then delete a test case","UI Regression tests","2026-07-18","passed","2026-07-18","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","testCaseCreationAndDeletionTest"
"Create test run","26010","Create test run","UI Regression tests","2026-07-18","passed","2026-07-18","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","createRunTest"
"Compare results of two runs","37789","Compare results of two runs","UI Regression tests","2026-07-18","passed","2026-07-18","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
"Update user group","11778","Verify group can be updated","UI Regression tests","2026-07-18","passed","2026-07-18","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
"Update milestone","24227","Verify milestone can be updated","UI Regression tests","2026-07-18","passed","2026-07-18","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","updateMilestoneTest"
"Verify a section can be moved into another section","2331","Verify a section can be moved into another section","API regression tests","2026-07-18","passed","2026-07-18","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
"Add failed result with attachment","41796","Add failed result with attachment","UI Regression tests","2026-07-18","passed","2026-07-18","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
"Fill a custom field (Preconditions) of a test case","10809","Fill a custom field of a test case","UI Regression tests","2026-07-18","passed","2026-07-18","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Change language","11458","Verify language can be changed","UI Regression tests","2026-07-18","passed","2026-07-18","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeLanguage"
"Verify selection can be created","1436","Verify selection can be created","API regression tests","2026-07-18","passed","2026-07-18","Sections functionality tests","API Tests","tests.api.SectionAPITest","checkCreateSection"
"Verify an attachment can be added to a test run","2091","Verify an attachment can be added to a test run","API regression tests","2026-07-18","passed","2026-07-18","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Verify the created section with the test case can be deleted","852","Verify the created section with the test case can be deleted","API regression tests","2026-07-18","passed","2026-07-18","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Create test suite","16126","Create test suite","UI Regression tests","2026-07-18","passed","2026-07-18","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","createSuiteTest"
"Verify API authentication succeeds with valid credentials","4045","Verify API authentication succeeds with valid credentials","API regression tests","2026-07-18","passed","2026-07-18","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkValidCredentialsAuthentication"
"View test run statistics","30238","View test run statistics","UI Regression tests","2026-07-18","passed","2026-07-18","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Close test run","27632","Close test run","UI Regression tests","2026-07-18","passed","2026-07-18","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Session expires after clearing browser cookies","7775","Session expires after clearing browser cookies","UI Regression tests","2026-07-18","passed","2026-07-18","Authentication functionality tests","UI Tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Filter tests in run by status","28913","Filter tests in run by status","UI Regression tests","2026-07-18","passed","2026-07-18","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","filterByStatusTest"
"Verify a test run attachment can be retrieved","832","Verify a test run attachment can be retrieved","API regression tests","2026-07-18","passed","2026-07-18","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Create a new project","11436","Create a new project","UI Regression tests","2026-07-18","passed","2026-07-18","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createProjectTest"
"Verify a section can be updated","761","Verify a section can be updated","API regression tests","2026-07-18","passed","2026-07-18","Sections functionality tests","API Tests","tests.api.SectionAPITest","updateSection"
"Create user group","11967","Verify group can be created","UI Regression tests","2026-07-18","passed","2026-07-18","Group management functionality tests","UI Tests","tests.ui.GroupTest","createGroupTest"
"Delete milestone","20558","Verify milestone can be deleted","UI Regression tests","2026-07-18","passed","2026-07-18","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","deleteMilestoneTest"
"Edit project name","14375","Edit project name","UI Regression tests","2026-07-18","passed","2026-07-18","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Log out from the application","7487","Log out from the application","UI Regression tests","2026-07-18","passed","2026-07-18","Authentication functionality tests","UI Tests","tests.ui.LoginTest","logOutTest"
"Create a new test case","12092","Create a new test case","UI Regression tests","2026-07-18","passed","2026-07-18","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","testCaseCreationTest"
"Verify a result can be added to a test run","995","Verify a result can be added to a test run","API regression tests","2026-07-18","passed","2026-07-18","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Add passed result to a test","29553","Add passed result to a test","UI Regression tests","2026-07-18","passed","2026-07-18","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addPassedResultTest"
"Verify a test case attachment can be deleted","2439","Verify a test case attachment can be deleted","API regression tests","2026-07-18","passed","2026-07-18","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Verify an attachment can be added to a test case","3198","Verify an attachment can be added to a test case","API regression tests","2026-07-18","passed","2026-07-18","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Verify project test runs can be retrieved","3274","Verify project test runs can be retrieved","API regression tests","2026-07-18","passed","2026-07-18","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getTestRuns"
"Login with invalid credentials shows error","5059","Login with invalid credentials shows error","UI Regression tests","2026-07-18","passed","2026-07-18","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Verify a test case attachment can be retrieved","932","Verify a test case attachment can be retrieved","API regression tests","2026-07-18","passed","2026-07-18","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Complete milestone","24033","Verify milestone can be completed","UI Regression tests","2026-07-18","passed","2026-07-18","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Check milestone data","23068","Verify milestone data is displayed","UI Regression tests","2026-07-18","passed","2026-07-18","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Login with invalid credentials shows error","5169","Login with invalid credentials shows error","UI Regression tests","2026-07-18","passed","2026-07-18","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Open an existing test case","9110","Open an existing test case","UI Regression tests","2026-07-18","passed","2026-07-18","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Verify a test run attachment can be deleted","2478","Verify a test run attachment can be deleted","API regression tests","2026-07-18","passed","2026-07-18","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestRun"
"Verify a test case title can be updated","957","Verify a test case title can be updated","API regression tests","2026-07-18","passed","2026-07-18","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
"Verify project test cases can be retrieved","863","Verify project test cases can be retrieved","API regression tests","2026-07-18","passed","2026-07-18","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","getTestCases"
"Delete test suite","18132","Delete test suite","UI Regression tests","2026-07-18","passed","2026-07-18","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Edit test case title via edit form","11394","Edit test case title via edit form","UI Regression tests","2026-07-18","passed","2026-07-18","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","editTestCaseTest"
"Verify a test case can be created","1503","Verify a test case can be created","API regression tests","2026-07-18","passed","2026-07-18","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","createTestCase"
"Verify the projects list can be retrieved","1008","Verify the projects list can be retrieved","API regression tests","2026-07-18","passed","2026-07-18","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Update user's name","9316","Verify user's name can be updated","UI Regression tests","2026-07-18","passed","2026-07-18","Settings functionality tests","UI Tests","tests.ui.SettingsTest","updateUsersName"
"Change color scheme","11379","Verify color scheme can be changed","UI Regression tests","2026-07-18","passed","2026-07-18","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Create role","9699","Verify role can be created","UI Regression tests","2026-07-18","passed","2026-07-18","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Change test case priority","11527","Change test case priority","UI Regression tests","2026-07-18","passed","2026-07-18","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","changePriorityInTestCaseTest"
"Login with valid credentials","6675","Login with valid credentials","UI Regression tests","2026-07-18","passed","2026-07-18","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginTest"
"Verify API authentication fails with invalid credentials","747","Verify API authentication fails with invalid credentials","API regression tests","2026-07-18","passed","2026-07-18","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Deactivate user","13450","Verify user can be deactivated","UI Regression tests","2026-07-18","passed","2026-07-18","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","deactivateUserTest"
