"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Add test case to suite","31272","Add test case to suite","UI Regression tests","2026-07-21","passed","2026-07-21","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Update role","16454","Verify role can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Close test run","41078","Close test run","UI Regression tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Change test case priority","14945","Change test case priority","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","changePriorityInTestCaseTest"
"Create and then delete a project","19233","Create and then delete a project","UI Regression tests","2026-07-21","passed","2026-07-21","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Verify a test case attachment can be deleted","2877","Verify a test case attachment can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Update user data","1","Verify user data can be updated","UI Regression tests","2026-07-21","unknown","2026-07-21","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","updateUserDataTest"
"Verify API authentication succeeds with valid credentials","3608","Verify API authentication succeeds with valid credentials","API regression tests","2026-07-21","passed","2026-07-21","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkValidCredentialsAuthentication"
"Update user's name","13956","Verify user's name can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Settings functionality tests","UI Tests","tests.ui.SettingsTest","updateUsersName"
"Verify project test cases can be retrieved","1065","Verify project test cases can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","getTestCases"
"Verify a result can be added to a test run","1090","Verify a result can be added to a test run","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Update user group","17886","Verify group can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
"Verify API authentication fails with invalid credentials","944","Verify API authentication fails with invalid credentials","API regression tests","2026-07-21","passed","2026-07-21","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Check milestone data","37554","Verify milestone data is displayed","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Create user group","15687","Verify group can be created","UI Regression tests","2026-07-21","passed","2026-07-21","Group management functionality tests","UI Tests","tests.ui.GroupTest","createGroupTest"
"Add failed result with attachment","57080","Add failed result with attachment","UI Regression tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
"Verify a section can be updated","1126","Verify a section can be updated","API regression tests","2026-07-21","passed","2026-07-21","Sections functionality tests","API Tests","tests.api.SectionAPITest","updateSection"
"Delete test suite","29193","Delete test suite","UI Regression tests","2026-07-21","passed","2026-07-21","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Verify a section can be moved into another section","3710","Verify a section can be moved into another section","API regression tests","2026-07-21","passed","2026-07-21","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
"Log out from the application","10024","Log out from the application","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","logOutTest"
"Filter tests in run by status","41192","Filter tests in run by status","UI Regression tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","filterByStatusTest"
"Delete role","16523","Verify role can be deleted","UI Regression tests","2026-07-21","passed","2026-07-21","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Verify a test case attachment can be retrieved","1022","Verify a test case attachment can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Verify an attachment can be added to a test case","4048","Verify an attachment can be added to a test case","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Session expires after clearing browser cookies","10598","Session expires after clearing browser cookies","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Verify created sections can be deleted","3162","Verify created sections can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Sections functionality tests","API Tests","tests.api.SectionAPITest","deleteSections"
"Login with invalid credentials shows error","6066","Login with invalid credentials shows error","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Verify a test run attachment can be retrieved","1106","Verify a test run attachment can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Verify an attachment can be added to a test run","2692","Verify an attachment can be added to a test run","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Create role","13223","Verify role can be created","UI Regression tests","2026-07-21","passed","2026-07-21","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Update milestone","36941","Verify milestone can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","updateMilestoneTest"
"Export run results to a file","41184","Export run results to a file","UI Regression tests","2026-07-21","failed","2026-07-21","Reports functionality tests","UI Tests","tests.ui.ReportTest","exportRunResultsTest"
"Add passed result to a test","43129","Add passed result to a test","UI Regression tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addPassedResultTest"
"Verify a test run attachment can be deleted","2892","Verify a test run attachment can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestRun"
"Open an existing test case","11868","Open an existing test case","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"View test run statistics","43151","View test run statistics","UI Regression tests","2026-07-21","passed","2026-07-21","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Change language","17588","Verify language can be changed","UI Regression tests","2026-07-21","passed","2026-07-21","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeLanguage"
"Verify created test data can be deleted","2302","Verify created test data can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Change color scheme","17968","Verify color scheme can be changed","UI Regression tests","2026-07-21","passed","2026-07-21","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Fill a custom field (Preconditions) of a test case","15149","Fill a custom field of a test case","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Create a new project","15236","Create a new project","UI Smoke tests","2026-07-21","passed","2026-07-21","Project management functionality tests","Smoke Tests","tests.ui.ProjectsTest","createProjectTest"
"Suite shows test cases count","25391","Suite shows test cases count","UI Regression tests","2026-07-21","passed","2026-07-21","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","suiteShowsCasesCountTest"
