"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify a test run attachment can be retrieved","1098","Verify a test run attachment can be retrieved","API regression tests","2026-07-19","passed","2026-07-19","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Update user group","12749","Verify group can be updated","UI Regression tests","2026-07-19","passed","2026-07-19","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
"Create a new project","12907","Create a new project","UI Smoke tests","2026-07-19","passed","2026-07-19","Project management functionality tests","Smoke Tests","tests.ui.ProjectsTest","createProjectTest"
"Move test case to another section via edit form","13792","Move test case to another section via edit form","UI Regression tests","2026-07-19","passed","2026-07-19","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","moveTestCaseToSectionTest"
"Update user data","13016","Verify user data can be updated","UI Regression tests","2026-07-19","passed","2026-07-19","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","updateUserDataTest"
"Filter tests in run by status","32872","Filter tests in run by status","UI Regression tests","2026-07-19","passed","2026-07-19","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","filterByStatusTest"
"Verify a section can be updated","1071","Verify a section can be updated","API regression tests","2026-07-19","passed","2026-07-19","Sections functionality tests","API Tests","tests.api.SectionAPITest","updateSection"
"Update role","13304","Verify role can be updated","UI Regression tests","2026-07-19","passed","2026-07-19","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Verify project test runs can be retrieved","4185","Verify project test runs can be retrieved","API regression tests","2026-07-19","passed","2026-07-19","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getTestRuns"
"Verify a project can be created","1114","Verify a project can be created","API regression tests","2026-07-19","passed","2026-07-19","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","createProject"
"Verify API authentication succeeds with valid credentials","5511","Verify API authentication succeeds with valid credentials","API regression tests","2026-07-19","passed","2026-07-19","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkValidCredentialsAuthentication"
"Verify project test cases can be retrieved","1169","Verify project test cases can be retrieved","API regression tests","2026-07-19","passed","2026-07-19","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","getTestCases"
"Verify API authentication fails with invalid credentials","1077","Verify API authentication fails with invalid credentials","API regression tests","2026-07-19","passed","2026-07-19","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Create a new test case","13388","Create a new test case","UI Smoke tests","2026-07-19","passed","2026-07-19","Test cases functionality tests","Smoke Tests","tests.ui.TestCaseTest","testCaseCreationTest"
"Add failed result with attachment","49415","Add failed result with attachment","UI Regression tests","2026-07-19","passed","2026-07-19","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
"Delete test suite","22349","Delete test suite","UI Regression tests","2026-07-19","passed","2026-07-19","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Create test suite","20399","Create test suite","UI Smoke tests","2026-07-19","passed","2026-07-19","Test suites functionality tests","Smoke Tests","tests.ui.TestSuiteTest","createSuiteTest"
"Verify the created project can be deleted","1159","Verify the created project can be deleted","API regression tests","2026-07-19","passed","2026-07-19","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","deleteProject"
"Verify a result can be added to a test run","1278","Verify a result can be added to a test run","API regression tests","2026-07-19","passed","2026-07-19","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Verify an attachment can be added to a test case","4096","Verify an attachment can be added to a test case","API regression tests","2026-07-19","passed","2026-07-19","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Create role","10918","Verify role can be created","UI Regression tests","2026-07-19","passed","2026-07-19","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Delete role","12003","Verify role can be deleted","UI Regression tests","2026-07-19","passed","2026-07-19","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Verify a test case attachment can be retrieved","1185","Verify a test case attachment can be retrieved","API regression tests","2026-07-19","passed","2026-07-19","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Login with invalid credentials shows error","5157","Login with invalid credentials shows error","UI Regression tests","2026-07-19","passed","2026-07-19","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Add test case to suite","24895","Add test case to suite","UI Regression tests","2026-07-19","passed","2026-07-19","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Login with valid credentials","8372","Login with valid credentials","UI Smoke tests","2026-07-19","passed","2026-07-19","Authentication functionality tests","Smoke Tests","tests.ui.LoginTest","loginTest"
"Verify the projects list can be retrieved","1641","Verify the projects list can be retrieved","API regression tests","2026-07-19","passed","2026-07-19","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Complete milestone","27423","Verify milestone can be completed","UI Regression tests","2026-07-19","passed","2026-07-19","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Check milestone data","26095","Verify milestone data is displayed","UI Regression tests","2026-07-19","passed","2026-07-19","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"View test run statistics","34249","View test run statistics","UI Regression tests","2026-07-19","passed","2026-07-19","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Verify a test run attachment can be deleted","2922","Verify a test run attachment can be deleted","API regression tests","2026-07-19","passed","2026-07-19","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestRun"
"Open an existing test case","8842","Open an existing test case","UI Regression tests","2026-07-19","passed","2026-07-19","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Verify the created section with the test case can be deleted","1140","Verify the created section with the test case can be deleted","API regression tests","2026-07-19","passed","2026-07-19","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Verify a test case attachment can be deleted","2891","Verify a test case attachment can be deleted","API regression tests","2026-07-19","passed","2026-07-19","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Create user","14274","Verify user can be created","UI Regression tests","2026-07-19","passed","2026-07-19","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","createUserTest"
"Create and then delete a test case","15792","Create and then delete a test case","UI Regression tests","2026-07-19","passed","2026-07-19","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","testCaseCreationAndDeletionTest"
"Verify created sections can be deleted","3402","Verify created sections can be deleted","API regression tests","2026-07-19","passed","2026-07-19","Sections functionality tests","API Tests","tests.api.SectionAPITest","deleteSections"
"Verify a section can be moved into another section","3248","Verify a section can be moved into another section","API regression tests","2026-07-19","passed","2026-07-19","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
"Compare results of two runs","42455","Compare results of two runs","UI Regression tests","2026-07-19","passed","2026-07-19","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
"Priority change is reflected in case history","12937","Priority change is reflected in case history","UI Regression tests","2026-07-19","passed","2026-07-19","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","priorityChangeInHistoryTest"
"Suite shows test cases count","20322","Suite shows test cases count","UI Regression tests","2026-07-19","passed","2026-07-19","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","suiteShowsCasesCountTest"
"Edit project name","16088","Edit project name","UI Regression tests","2026-07-19","passed","2026-07-19","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Verify an attachment can be added to a test run","3073","Verify an attachment can be added to a test run","API regression tests","2026-07-19","passed","2026-07-19","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Change color scheme","13130","Verify color scheme can be changed","UI Regression tests","2026-07-19","passed","2026-07-19","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Fill a custom field (Preconditions) of a test case","13010","Fill a custom field of a test case","UI Regression tests","2026-07-19","passed","2026-07-19","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Update user's name","10749","Verify user's name can be updated","UI Regression tests","2026-07-19","passed","2026-07-19","Settings functionality tests","UI Tests","tests.ui.SettingsTest","updateUsersName"
"Change test case priority","13072","Change test case priority","UI Regression tests","2026-07-19","passed","2026-07-19","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","changePriorityInTestCaseTest"
