"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify a test case attachment can be deleted","3041","Verify a test case attachment can be deleted","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Login with invalid credentials shows error","5302","Login with invalid credentials shows error","UI Regression tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Add failed result with attachment","73121","Add failed result with attachment","UI Regression tests","2026-07-22","passed","2026-07-22","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
"Login with valid credentials","10149","Login with valid credentials","UI Smoke tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","Smoke Tests","tests.ui.LoginTest","loginTest"
"Verify a test case attachment can be retrieved","1144","Verify a test case attachment can be retrieved","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Delete test suite","26658","Delete test suite","UI Regression tests","2026-07-22","passed","2026-07-22","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Create user group","14201","Verify group can be created","UI Regression tests","2026-07-22","passed","2026-07-22","Group management functionality tests","UI Tests","tests.ui.GroupTest","createGroupTest"
"Session expires after clearing browser cookies","8429","Session expires after clearing browser cookies","UI Regression tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","UI Tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Create role","12314","Verify role can be created","UI Regression tests","2026-07-22","passed","2026-07-22","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Change language","15665","Verify language can be changed","UI Regression tests","2026-07-22","passed","2026-07-22","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeLanguage"
"Verify an attachment can be added to a test case","4000","Verify an attachment can be added to a test case","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Verify project test cases can be retrieved","1199","Verify project test cases can be retrieved","API regression tests","2026-07-22","passed","2026-07-22","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","getTestCases"
"Fill a custom field (Preconditions) of a test case","15886","Fill a custom field of a test case","UI Regression tests","2026-07-22","failed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Verify a section can be updated","1173","Verify a section can be updated","API regression tests","2026-07-22","passed","2026-07-22","Sections functionality tests","API Tests","tests.api.SectionAPITest","updateSection"
"Edit project name","19231","Edit project name","UI Regression tests","2026-07-22","passed","2026-07-22","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Check milestone data","33148","Verify milestone data is displayed","UI Regression tests","2026-07-22","passed","2026-07-22","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Priority change is reflected in case history","14694","Priority change is reflected in case history","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","priorityChangeInHistoryTest"
"Edit test case title via edit form","13263","Edit test case title via edit form","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","editTestCaseTest"
"Create and then delete a project","17555","Create and then delete a project","UI Regression tests","2026-07-22","passed","2026-07-22","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Delete role","15342","Verify role can be deleted","UI Regression tests","2026-07-22","passed","2026-07-22","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Verify the projects list can be retrieved","1721","Verify the projects list can be retrieved","API regression tests","2026-07-22","passed","2026-07-22","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Create user","1","Verify user can be created","UI Regression tests","2026-07-22","unknown","2026-07-22","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","createUserTest"
"Verify a result can be added to a test run","1284","Verify a result can be added to a test run","API regression tests","2026-07-22","passed","2026-07-22","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Verify a test case title can be updated","1121","Verify a test case title can be updated","API regression tests","2026-07-22","passed","2026-07-22","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
