"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Open an existing test case","12106","Open an existing test case","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Login with invalid credentials shows error","5530","Login with invalid credentials shows error","UI Regression tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Update role","16450","Verify role can be updated","UI Regression tests","2026-07-23","passed","2026-07-23","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Compare results of two runs","51384","Compare results of two runs","UI Regression tests","2026-07-23","passed","2026-07-23","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
"Session expires after clearing browser cookies","9993","Session expires after clearing browser cookies","UI Regression tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","UI Tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Update milestone","36600","Verify milestone can be updated","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","updateMilestoneTest"
"Update user group","16596","Verify group can be updated","UI Regression tests","2026-07-23","passed","2026-07-23","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
"Verify a result can be added to a test run","1198","Verify a result can be added to a test run","API regression tests","2026-07-23","passed","2026-07-23","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Add failed result with attachment","45673","Add failed result with attachment","UI Regression tests","2026-07-23","passed","2026-07-23","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
"Login with invalid credentials shows error","5504","Login with invalid credentials shows error","UI Regression tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Create role","13865","Verify role can be created","UI Regression tests","2026-07-23","passed","2026-07-23","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Delete test suite","23525","Delete test suite","UI Regression tests","2026-07-23","failed","2026-07-23","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Change test case priority","15123","Change test case priority","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","changePriorityInTestCaseTest"
"Move test case to another section via edit form","16424","Move test case to another section via edit form","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","moveTestCaseToSectionTest"
"Delete role","14937","Verify role can be deleted","UI Regression tests","2026-07-23","passed","2026-07-23","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Create test suite","24047","Create test suite","UI Smoke tests","2026-07-23","passed","2026-07-23","Test suites functionality tests","Smoke Tests","tests.ui.TestSuiteTest","createSuiteTest"
"Priority change is reflected in case history","17041","Priority change is reflected in case history","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","priorityChangeInHistoryTest"
"Edit project name","26006","Edit project name","UI Regression tests","2026-07-23","passed","2026-07-23","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Verify project test runs can be retrieved","3894","Verify project test runs can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getTestRuns"
"Verify selection can be created","1313","Verify selection can be created","API regression tests","2026-07-23","passed","2026-07-23","Sections functionality tests","API Tests","tests.api.SectionAPITest","checkCreateSection"
"Close test run","38467","Close test run","UI Regression tests","2026-07-23","passed","2026-07-23","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Check milestone data","35749","Verify milestone data is displayed","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Export run results to a file","37720","Export run results to a file","UI Regression tests","2026-07-23","passed","2026-07-23","Reports functionality tests","UI Tests","tests.ui.ReportTest","exportRunResultsTest"
"Edit test case title via edit form","15934","Edit test case title via edit form","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","editTestCaseTest"
"Create and then delete a test case","19971","Create and then delete a test case","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","testCaseCreationAndDeletionTest"
"Verify created test data can be deleted","2041","Verify created test data can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Verify an attachment can be added to a test run","2848","Verify an attachment can be added to a test run","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Fill a custom field (Preconditions) of a test case","14728","Fill a custom field of a test case","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Change color scheme","18757","Verify color scheme can be changed","UI Regression tests","2026-07-23","passed","2026-07-23","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Verify an attachment can be added to a test case","3592","Verify an attachment can be added to a test case","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Add test case to suite","31098","Add test case to suite","UI Regression tests","2026-07-23","passed","2026-07-23","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Verify a test case attachment can be deleted","2653","Verify a test case attachment can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Update user data","1","Verify user data can be updated","UI Regression tests","2026-07-23","unknown","2026-07-23","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","updateUserDataTest"
"Verify a section can be moved into another section","2957","Verify a section can be moved into another section","API regression tests","2026-07-23","passed","2026-07-23","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
"Verify a test run attachment can be retrieved","1046","Verify a test run attachment can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Create user group","14429","Verify group can be created","UI Regression tests","2026-07-23","passed","2026-07-23","Group management functionality tests","UI Tests","tests.ui.GroupTest","createGroupTest"
"Create user","0","Verify user can be created","UI Regression tests","2026-07-23","unknown","2026-07-23","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","createUserTest"
"Change language","16743","Verify language can be changed","UI Regression tests","2026-07-23","passed","2026-07-23","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeLanguage"
"Verify a test case attachment can be retrieved","1102","Verify a test case attachment can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Login with valid credentials","8841","Login with valid credentials","UI Smoke tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","Smoke Tests","tests.ui.LoginTest","loginTest"
"Verify the created project can be deleted","1072","Verify the created project can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","deleteProject"
"Verify API authentication fails with invalid credentials","867","Verify API authentication fails with invalid credentials","API regression tests","2026-07-23","passed","2026-07-23","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Verify a test case can be created","2037","Verify a test case can be created","API regression tests","2026-07-23","passed","2026-07-23","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","createTestCase"
"Complete milestone","36478","Verify milestone can be completed","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Verify a project can be created","926","Verify a project can be created","API regression tests","2026-07-23","passed","2026-07-23","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","createProject"
"Verify a test case title can be updated","998","Verify a test case title can be updated","API regression tests","2026-07-23","passed","2026-07-23","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
"Verify the created section with the test case can be deleted","1056","Verify the created section with the test case can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Create milestone","26680","Verify milestone can be created","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","createMilestoneTest"
"Verify test run results can be retrieved","1036","Verify test run results can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getResultsForRun"
"Verify the projects list can be retrieved","1882","Verify the projects list can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Update user's name","12497","Verify user's name can be updated","UI Regression tests","2026-07-23","passed","2026-07-23","Settings functionality tests","UI Tests","tests.ui.SettingsTest","updateUsersName"
"Create and then delete a project","20250","Create and then delete a project","UI Regression tests","2026-07-23","passed","2026-07-23","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Verify a test run attachment can be deleted","2844","Verify a test run attachment can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestRun"
