"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify created test data can be deleted","1500","Verify created test data can be deleted","API regression tests","2026-07-19","passed","2026-07-19","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Export run results to a file","33068","Export run results to a file","UI Regression tests","2026-07-19","passed","2026-07-19","Reports functionality tests","UI Tests","tests.ui.ReportTest","exportRunResultsTest"
"Verify created sections can be deleted","2401","Verify created sections can be deleted","API regression tests","2026-07-19","passed","2026-07-19","Sections functionality tests","API Tests","tests.api.SectionAPITest","deleteSections"
"Create test suite","23363","Create test suite","UI Smoke tests","2026-07-19","passed","2026-07-19","Test suites functionality tests","Smoke Tests","tests.ui.TestSuiteTest","createSuiteTest"
"Verify a project can be created","723","Verify a project can be created","API regression tests","2026-07-19","passed","2026-07-19","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","createProject"
"Create role","11309","Verify role can be created","UI Regression tests","2026-07-19","passed","2026-07-19","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Deactivate user","19757","Verify user can be deactivated","UI Regression tests","2026-07-19","failed","2026-07-19","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","deactivateUserTest"
"Create user","20231","Verify user can be created","UI Regression tests","2026-07-19","failed","2026-07-19","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","createUserTest"
"Verify an attachment can be added to a test case","3211","Verify an attachment can be added to a test case","API regression tests","2026-07-19","passed","2026-07-19","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Verify a test case title can be updated","961","Verify a test case title can be updated","API regression tests","2026-07-19","passed","2026-07-19","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
"Add failed result with attachment","48332","Add failed result with attachment","UI Regression tests","2026-07-19","passed","2026-07-19","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
