"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Priority change is reflected in case history","17528","Priority change is reflected in case history","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","priorityChangeInHistoryTest"
"Change color scheme","18469","Verify color scheme can be changed","UI Regression tests","2026-07-21","passed","2026-07-21","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Close test run","41251","Close test run","UI Regression tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Edit test case title via edit form","15520","Edit test case title via edit form","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","editTestCaseTest"
"Verify a result can be added to a test run","1025","Verify a result can be added to a test run","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Create milestone","26378","Verify milestone can be created","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","createMilestoneTest"
"Verify a test case attachment can be retrieved","727","Verify a test case attachment can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Add test case to suite","31476","Add test case to suite","UI Regression tests","2026-07-21","passed","2026-07-21","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Delete milestone","33811","Verify milestone can be deleted","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","deleteMilestoneTest"
"Change test case priority","15195","Change test case priority","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","changePriorityInTestCaseTest"
"Create test suite","23204","Create test suite","UI Smoke tests","2026-07-21","passed","2026-07-21","Test suites functionality tests","Smoke Tests","tests.ui.TestSuiteTest","createSuiteTest"
"Verify API authentication succeeds with valid credentials","4479","Verify API authentication succeeds with valid credentials","API regression tests","2026-07-21","passed","2026-07-21","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkValidCredentialsAuthentication"
"Verify project test cases can be retrieved","922","Verify project test cases can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","getTestCases"
"Verify created sections can be deleted","2537","Verify created sections can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Sections functionality tests","API Tests","tests.api.SectionAPITest","deleteSections"
"Verify test run results can be retrieved","735","Verify test run results can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getResultsForRun"
"Edit project name","21502","Edit project name","UI Regression tests","2026-07-21","passed","2026-07-21","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Update milestone","38458","Verify milestone can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","updateMilestoneTest"
"Check milestone data","34384","Verify milestone data is displayed","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Create a new test case","14657","Create a new test case","UI Smoke tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","Smoke Tests","tests.ui.TestCaseTest","testCaseCreationTest"
"Change language","17458","Verify language can be changed","UI Regression tests","2026-07-21","passed","2026-07-21","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeLanguage"
"Delete user group","15837","Verify group can be deleted","UI Regression tests","2026-07-21","passed","2026-07-21","Group management functionality tests","UI Tests","tests.ui.GroupTest","deleteGroupTest"
"Verify an attachment can be added to a test run","2255","Verify an attachment can be added to a test run","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Create a new project","13667","Create a new project","UI Smoke tests","2026-07-21","passed","2026-07-21","Project management functionality tests","Smoke Tests","tests.ui.ProjectsTest","createProjectTest"
"Verify a test case title can be updated","818","Verify a test case title can be updated","API regression tests","2026-07-21","passed","2026-07-21","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
"Export run results to a file","40827","Export run results to a file","UI Regression tests","2026-07-21","passed","2026-07-21","Reports functionality tests","UI Tests","tests.ui.ReportTest","exportRunResultsTest"
"Verify a test case can be created","1536","Verify a test case can be created","API regression tests","2026-07-21","passed","2026-07-21","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","createTestCase"
"Verify a test run attachment can be deleted","2545","Verify a test run attachment can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestRun"
"Update user's name","14565","Verify user's name can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Settings functionality tests","UI Tests","tests.ui.SettingsTest","updateUsersName"
"View test run statistics","44901","View test run statistics","UI Regression tests","2026-07-21","passed","2026-07-21","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Verify a test run attachment can be retrieved","710","Verify a test run attachment can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Create role","13135","Verify role can be created","UI Regression tests","2026-07-21","passed","2026-07-21","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Session expires after clearing browser cookies","10654","Session expires after clearing browser cookies","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Verify project test runs can be retrieved","3183","Verify project test runs can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getTestRuns"
"Delete role","16045","Verify role can be deleted","UI Regression tests","2026-07-21","passed","2026-07-21","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Delete test suite","29405","Delete test suite","UI Regression tests","2026-07-21","passed","2026-07-21","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Fill a custom field (Preconditions) of a test case","16372","Fill a custom field of a test case","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Log out from the application","10820","Log out from the application","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","logOutTest"
"Verify selection can be created","1010","Verify selection can be created","API regression tests","2026-07-21","passed","2026-07-21","Sections functionality tests","API Tests","tests.api.SectionAPITest","checkCreateSection"
"Verify a test case attachment can be deleted","2568","Verify a test case attachment can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Open an existing test case","12116","Open an existing test case","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Verify a project can be created","845","Verify a project can be created","API regression tests","2026-07-21","passed","2026-07-21","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","createProject"
"Login with invalid credentials shows error","6314","Login with invalid credentials shows error","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Create user group","15848","Verify group can be created","UI Regression tests","2026-07-21","passed","2026-07-21","Group management functionality tests","UI Tests","tests.ui.GroupTest","createGroupTest"
"Create and then delete a project","15229","Create and then delete a project","UI Regression tests","2026-07-21","broken","2026-07-21","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Verify the projects list can be retrieved","1252","Verify the projects list can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Login with valid credentials","8947","Login with valid credentials","UI Smoke tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","Smoke Tests","tests.ui.LoginTest","loginTest"
