"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Session expires after clearing browser cookies","7296","Session expires after clearing browser cookies","Surefire suite","2026-07-18","passed","2026-07-18","Authentication functionality tests","Authentication functionality tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Suite shows test cases count","16019","Suite shows test cases count","Surefire suite","2026-07-18","passed","2026-07-18","Test suites functionality tests","Test suites functionality tests","tests.ui.TestSuiteTest","suiteShowsCasesCountTest"
"Verify an attachment can be added to a test case","3910","Verify an attachment can be added to a test case","Surefire suite","2026-07-18","passed","2026-07-18","Attachments functionality tests","Attachments functionality tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Delete role","10903","Verify role can be deleted","Surefire suite","2026-07-18","passed","2026-07-18","Role management functionality tests","Role management functionality tests","tests.ui.RolesTest","deleteRole"
"Delete test suite","18144","Delete test suite","Surefire suite","2026-07-18","passed","2026-07-18","Test suites functionality tests","Test suites functionality tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Add passed result to a test","28292","Add passed result to a test","Surefire suite","2026-07-18","passed","2026-07-18","Test runs functionality tests","Test runs functionality tests","tests.ui.TestRunTest","addPassedResultTest"
"Log out from the application","7317","Log out from the application","Surefire suite","2026-07-18","passed","2026-07-18","Authentication functionality tests","Authentication functionality tests","tests.ui.LoginTest","logOutTest"
"Fill a custom field (Preconditions) of a test case","11067","Fill a custom field of a test case","Surefire suite","2026-07-18","passed","2026-07-18","Test cases functionality tests","Test cases functionality tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Verify the created section with the test case can be deleted","1092","Verify the created section with the test case can be deleted","Surefire suite","2026-07-18","passed","2026-07-18","Test cases API functionality tests","Test cases API functionality tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Create and then delete a project","12385","Create and then delete a project","Surefire suite","2026-07-18","passed","2026-07-18","Project management functionality tests","Project management functionality tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
