"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete test suite","25219","Delete test suite","UI Regression tests","2026-07-20","passed","2026-07-20","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Check milestone data","29570","Verify milestone data is displayed","UI Regression tests","2026-07-20","passed","2026-07-20","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Verify a section can be moved into another section","2539","Verify a section can be moved into another section","API regression tests","2026-07-20","passed","2026-07-20","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
"Create and then delete a project","16076","Create and then delete a project","UI Regression tests","2026-07-20","passed","2026-07-20","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Create a new test case","14183","Create a new test case","UI Smoke tests","2026-07-20","passed","2026-07-20","Test cases functionality tests","Smoke Tests","tests.ui.TestCaseTest","testCaseCreationTest"
"Verify a result can be added to a test run","847","Verify a result can be added to a test run","API regression tests","2026-07-20","passed","2026-07-20","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Suite shows test cases count","22412","Suite shows test cases count","UI Regression tests","2026-07-20","passed","2026-07-20","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","suiteShowsCasesCountTest"
"Filter tests in run by status","34808","Filter tests in run by status","UI Regression tests","2026-07-20","passed","2026-07-20","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","filterByStatusTest"
"Verify created test data can be deleted","1664","Verify created test data can be deleted","API regression tests","2026-07-20","passed","2026-07-20","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Verify the projects list can be retrieved","1315","Verify the projects list can be retrieved","API regression tests","2026-07-20","passed","2026-07-20","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Compare results of two runs","44975","Compare results of two runs","UI Regression tests","2026-07-20","passed","2026-07-20","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
"Update user group","13853","Verify group can be updated","UI Regression tests","2026-07-20","passed","2026-07-20","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
"Create role","11794","Verify role can be created","UI Regression tests","2026-07-20","passed","2026-07-20","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Delete role","13810","Verify role can be deleted","UI Regression tests","2026-07-20","passed","2026-07-20","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Close test run","35392","Close test run","UI Regression tests","2026-07-20","passed","2026-07-20","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Priority change is reflected in case history","14239","Priority change is reflected in case history","UI Regression tests","2026-07-20","passed","2026-07-20","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","priorityChangeInHistoryTest"
"Verify a test case attachment can be deleted","2328","Verify a test case attachment can be deleted","API regression tests","2026-07-20","passed","2026-07-20","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Verify project test cases can be retrieved","755","Verify project test cases can be retrieved","API regression tests","2026-07-20","passed","2026-07-20","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","getTestCases"
"Update role","13817","Verify role can be updated","UI Regression tests","2026-07-20","passed","2026-07-20","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
