"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify a test case attachment can be retrieved","960","Verify a test case attachment can be retrieved","Surefire suite","2026-07-17","passed","2026-07-17","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Verify an attachment can be added to a test run","2614","Verify an attachment can be added to a test run","Surefire suite","2026-07-17","passed","2026-07-17","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Verify created sections can be deleted","3183","Verify created sections can be deleted","Surefire suite","2026-07-17","passed","2026-07-17","tests.api.SectionAPITest","Surefire test","tests.api.SectionAPITest","deleteSections"
"Verify a section can be moved into another section","2994","Verify a section can be moved into another section","Surefire suite","2026-07-17","passed","2026-07-17","tests.api.SectionAPITest","Surefire test","tests.api.SectionAPITest","moveSection"
"Verify a test run attachment can be deleted","2682","Verify a test run attachment can be deleted","Surefire suite","2026-07-17","passed","2026-07-17","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","deleteAttachmentFromTestRun"
"Verify a test case attachment can be deleted","2639","Verify a test case attachment can be deleted","Surefire suite","2026-07-17","passed","2026-07-17","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Verify selection can be created","4735","Verify selection can be created","Surefire suite","2026-07-17","passed","2026-07-17","tests.api.SectionAPITest","Surefire test","tests.api.SectionAPITest","checkCreateSection"
"Verify a section can be updated","1039","Verify a section can be updated","Surefire suite","2026-07-17","passed","2026-07-17","tests.api.SectionAPITest","Surefire test","tests.api.SectionAPITest","updateSection"
"Verify a test run attachment can be retrieved","895","Verify a test run attachment can be retrieved","Surefire suite","2026-07-17","passed","2026-07-17","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Verify an attachment can be added to a test case","3718","Verify an attachment can be added to a test case","Surefire suite","2026-07-17","passed","2026-07-17","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","addAttachmentToTestCase"
