"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Fill a custom field (Preconditions) of a test case","11610","Fill a custom field of a test case","UI Regression tests","2026-07-18","passed","2026-07-18","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Verify a section can be updated","876","Verify a section can be updated","API regression tests","2026-07-18","passed","2026-07-18","Sections functionality tests","API Tests","tests.api.SectionAPITest","updateSection"
"Change color scheme","12154","Verify color scheme can be changed","UI Regression tests","2026-07-18","passed","2026-07-18","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Verify the projects list can be retrieved","1315","Verify the projects list can be retrieved","API regression tests","2026-07-18","passed","2026-07-18","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Check milestone data","22557","Verify milestone data is displayed","UI Regression tests","2026-07-18","passed","2026-07-18","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Verify a project can be created","898","Verify a project can be created","API regression tests","2026-07-18","passed","2026-07-18","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","createProject"
"Delete test suite","18943","Delete test suite","UI Regression tests","2026-07-18","passed","2026-07-18","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Verify created sections can be deleted","2887","Verify created sections can be deleted","API regression tests","2026-07-18","passed","2026-07-18","Sections functionality tests","API Tests","tests.api.SectionAPITest","deleteSections"
"Add test case to suite","21092","Add test case to suite","UI Regression tests","2026-07-18","passed","2026-07-18","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Login with valid credentials","7575","Login with valid credentials","UI Regression tests","2026-07-18","passed","2026-07-18","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginTest"
"Create and then delete a project","13571","Create and then delete a project","UI Regression tests","2026-07-18","passed","2026-07-18","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Verify a test case title can be updated","930","Verify a test case title can be updated","API regression tests","2026-07-18","passed","2026-07-18","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
"Verify the created section with the test case can be deleted","962","Verify the created section with the test case can be deleted","API regression tests","2026-07-18","passed","2026-07-18","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
