"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the projects list can be retrieved","1889","Verify the projects list can be retrieved","API regression tests","2026-07-20","passed","2026-07-20","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Add failed result with attachment","50416","Add failed result with attachment","UI Regression tests","2026-07-20","passed","2026-07-20","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
"Verify a project can be created","852","Verify a project can be created","API regression tests","2026-07-20","passed","2026-07-20","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","createProject"
"Deactivate user","20953","Verify user can be deactivated","UI Regression tests","2026-07-20","failed","2026-07-20","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","deactivateUserTest"
"Login with invalid credentials shows error","5692","Login with invalid credentials shows error","UI Regression tests","2026-07-20","passed","2026-07-20","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Change color scheme","14621","Verify color scheme can be changed","UI Regression tests","2026-07-20","passed","2026-07-20","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Verify a test case attachment can be retrieved","951","Verify a test case attachment can be retrieved","API regression tests","2026-07-20","passed","2026-07-20","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Change test case priority","13482","Change test case priority","UI Regression tests","2026-07-20","passed","2026-07-20","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","changePriorityInTestCaseTest"
"Create role","12285","Verify role can be created","UI Regression tests","2026-07-20","passed","2026-07-20","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Verify the created project can be deleted","1041","Verify the created project can be deleted","API regression tests","2026-07-20","passed","2026-07-20","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","deleteProject"
"Verify created sections can be deleted","2705","Verify created sections can be deleted","API regression tests","2026-07-20","passed","2026-07-20","Sections functionality tests","API Tests","tests.api.SectionAPITest","deleteSections"
"Verify test run results can be retrieved","863","Verify test run results can be retrieved","API regression tests","2026-07-20","passed","2026-07-20","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getResultsForRun"
"Complete milestone","31910","Verify milestone can be completed","UI Regression tests","2026-07-20","passed","2026-07-20","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Create user","21213","Verify user can be created","UI Regression tests","2026-07-20","failed","2026-07-20","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","createUserTest"
"Session expires after clearing browser cookies","8499","Session expires after clearing browser cookies","UI Regression tests","2026-07-20","passed","2026-07-20","Authentication functionality tests","UI Tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Create and then delete a project","16086","Create and then delete a project","UI Regression tests","2026-07-20","passed","2026-07-20","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Add test case to suite","27613","Add test case to suite","UI Regression tests","2026-07-20","passed","2026-07-20","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Delete milestone","26253","Verify milestone can be deleted","UI Regression tests","2026-07-20","passed","2026-07-20","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","deleteMilestoneTest"
"Update milestone","31616","Verify milestone can be updated","UI Regression tests","2026-07-20","passed","2026-07-20","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","updateMilestoneTest"
"Verify a section can be moved into another section","2867","Verify a section can be moved into another section","API regression tests","2026-07-20","passed","2026-07-20","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
"Edit project name","18129","Edit project name","UI Regression tests","2026-07-20","passed","2026-07-20","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Close test run","36450","Close test run","UI Regression tests","2026-07-20","passed","2026-07-20","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Change language","15030","Verify language can be changed","UI Regression tests","2026-07-20","passed","2026-07-20","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeLanguage"
"Verify the created section with the test case can be deleted","841","Verify the created section with the test case can be deleted","API regression tests","2026-07-20","passed","2026-07-20","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Create milestone","22907","Verify milestone can be created","UI Regression tests","2026-07-20","passed","2026-07-20","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","createMilestoneTest"
"Verify an attachment can be added to a test case","3832","Verify an attachment can be added to a test case","API regression tests","2026-07-20","passed","2026-07-20","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Filter tests in run by status","35483","Filter tests in run by status","UI Regression tests","2026-07-20","passed","2026-07-20","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","filterByStatusTest"
"Create and then delete a test case","17382","Create and then delete a test case","UI Regression tests","2026-07-20","passed","2026-07-20","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","testCaseCreationAndDeletionTest"
"Add passed result to a test","36691","Add passed result to a test","UI Regression tests","2026-07-20","passed","2026-07-20","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addPassedResultTest"
"Create test suite","22652","Create test suite","UI Smoke tests","2026-07-20","passed","2026-07-20","Test suites functionality tests","Smoke Tests","tests.ui.TestSuiteTest","createSuiteTest"
"Verify project test runs can be retrieved","3877","Verify project test runs can be retrieved","API regression tests","2026-07-20","passed","2026-07-20","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getTestRuns"
"Create user group","13342","Verify group can be created","UI Regression tests","2026-07-20","passed","2026-07-20","Group management functionality tests","UI Tests","tests.ui.GroupTest","createGroupTest"
"Update role","14484","Verify role can be updated","UI Regression tests","2026-07-20","passed","2026-07-20","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Delete role","13865","Verify role can be deleted","UI Regression tests","2026-07-20","passed","2026-07-20","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Priority change is reflected in case history","15374","Priority change is reflected in case history","UI Regression tests","2026-07-20","passed","2026-07-20","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","priorityChangeInHistoryTest"
"Login with valid credentials","8778","Login with valid credentials","UI Smoke tests","2026-07-20","passed","2026-07-20","Authentication functionality tests","Smoke Tests","tests.ui.LoginTest","loginTest"
"Login with invalid credentials shows error","5698","Login with invalid credentials shows error","UI Regression tests","2026-07-20","passed","2026-07-20","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"View test run statistics","36986","View test run statistics","UI Regression tests","2026-07-20","passed","2026-07-20","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Verify created test data can be deleted","1888","Verify created test data can be deleted","API regression tests","2026-07-20","passed","2026-07-20","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Compare results of two runs","45823","Compare results of two runs","UI Regression tests","2026-07-20","passed","2026-07-20","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
