"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Update user data","0","Verify user data can be updated","UI Regression tests","2026-07-21","unknown","2026-07-21","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","updateUserDataTest"
"Delete milestone","29128","Verify milestone can be deleted","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","deleteMilestoneTest"
"Verify the projects list can be retrieved","1844","Verify the projects list can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"View test run statistics","38710","View test run statistics","UI Regression tests","2026-07-21","passed","2026-07-21","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Verify project test runs can be retrieved","4597","Verify project test runs can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getTestRuns"
"Open an existing test case","10443","Open an existing test case","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Verify a test case attachment can be retrieved","1205","Verify a test case attachment can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Fill a custom field (Preconditions) of a test case","12840","Fill a custom field of a test case","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Session expires after clearing browser cookies","8300","Session expires after clearing browser cookies","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Check milestone data","30191","Verify milestone data is displayed","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","checkMilestoneDataTest"
"Verify an attachment can be added to a test run","3037","Verify an attachment can be added to a test run","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Create a new project","15327","Create a new project","UI Smoke tests","2026-07-21","passed","2026-07-21","Project management functionality tests","Smoke Tests","tests.ui.ProjectsTest","createProjectTest"
"Suite shows test cases count","23030","Suite shows test cases count","UI Regression tests","2026-07-21","passed","2026-07-21","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","suiteShowsCasesCountTest"
"Delete test suite","24560","Delete test suite","UI Regression tests","2026-07-21","passed","2026-07-21","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","deleteSuiteTest"
"Verify a test run attachment can be retrieved","1096","Verify a test run attachment can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Login with invalid credentials shows error","5125","Login with invalid credentials shows error","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Verify API authentication succeeds with valid credentials","4967","Verify API authentication succeeds with valid credentials","API regression tests","2026-07-21","passed","2026-07-21","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkValidCredentialsAuthentication"
"Update user's name","11724","Verify user's name can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Settings functionality tests","UI Tests","tests.ui.SettingsTest","updateUsersName"
"Verify created test data can be deleted","2315","Verify created test data can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Login with invalid credentials shows error","5164","Login with invalid credentials shows error","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Create test run","52637","Create test run","UI Smoke tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","Smoke Tests","tests.ui.TestRunTest","createRunTest"
"Filter tests in run by status","36787","Filter tests in run by status","UI Regression tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","filterByStatusTest"
"Verify the created section with the test case can be deleted","1048","Verify the created section with the test case can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Edit test case title via edit form","13203","Edit test case title via edit form","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","editTestCaseTest"
"Update milestone","33258","Verify milestone can be updated","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","updateMilestoneTest"
"Login with valid credentials","9162","Login with valid credentials","UI Smoke tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","Smoke Tests","tests.ui.LoginTest","loginTest"
"Change color scheme","15409","Verify color scheme can be changed","UI Regression tests","2026-07-21","passed","2026-07-21","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Change test case priority","14185","Change test case priority","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","changePriorityInTestCaseTest"
"Complete milestone","33387","Verify milestone can be completed","UI Regression tests","2026-07-21","passed","2026-07-21","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Compare results of two runs","47187","Compare results of two runs","UI Regression tests","2026-07-21","passed","2026-07-21","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
