"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Login with valid credentials","8326","Login with valid credentials","UI Regression tests","2026-07-18","passed","2026-07-18","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginTest"
"Suite shows test cases count","19654","Suite shows test cases count","UI Regression tests","2026-07-18","passed","2026-07-18","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","suiteShowsCasesCountTest"
"Create test suite","18651","Create test suite","UI Regression tests","2026-07-18","passed","2026-07-18","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","createSuiteTest"
"Verify an attachment can be added to a test case","3102","Verify an attachment can be added to a test case","API regression tests","2026-07-18","passed","2026-07-18","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Verify a result can be added to a test run","824","Verify a result can be added to a test run","API regression tests","2026-07-18","passed","2026-07-18","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Verify a test run attachment can be retrieved","900","Verify a test run attachment can be retrieved","API regression tests","2026-07-18","passed","2026-07-18","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Verify a project can be created","732","Verify a project can be created","API regression tests","2026-07-18","passed","2026-07-18","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","createProject"
"Update role","14679","Verify role can be updated","UI Regression tests","2026-07-18","passed","2026-07-18","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Verify a test case can be created","1665","Verify a test case can be created","API regression tests","2026-07-18","passed","2026-07-18","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","createTestCase"
"Update milestone","28099","Verify milestone can be updated","UI Regression tests","2026-07-18","passed","2026-07-18","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","updateMilestoneTest"
"Add test case to suite","24145","Add test case to suite","UI Regression tests","2026-07-18","passed","2026-07-18","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Edit project name","13914","Edit project name","UI Regression tests","2026-07-18","broken","2026-07-18","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Add passed result to a test","34278","Add passed result to a test","UI Regression tests","2026-07-18","passed","2026-07-18","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addPassedResultTest"
"Verify API authentication fails with invalid credentials","737","Verify API authentication fails with invalid credentials","API regression tests","2026-07-18","passed","2026-07-18","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Delete milestone","24000","Verify milestone can be deleted","UI Regression tests","2026-07-18","passed","2026-07-18","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","deleteMilestoneTest"
"Open an existing test case","10325","Open an existing test case","UI Regression tests","2026-07-18","passed","2026-07-18","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Change language","14077","Verify language can be changed","UI Regression tests","2026-07-18","passed","2026-07-18","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeLanguage"
"Deactivate user","16518","Verify user can be deactivated","UI Regression tests","2026-07-18","passed","2026-07-18","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","deactivateUserTest"
"Priority change is reflected in case history","14101","Priority change is reflected in case history","UI Regression tests","2026-07-18","passed","2026-07-18","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","priorityChangeInHistoryTest"
"Verify an attachment can be added to a test run","2213","Verify an attachment can be added to a test run","API regression tests","2026-07-18","passed","2026-07-18","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"View test run statistics","34265","View test run statistics","UI Regression tests","2026-07-18","passed","2026-07-18","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Login with invalid credentials shows error","6326","Login with invalid credentials shows error","UI Regression tests","2026-07-18","passed","2026-07-18","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Compare results of two runs","43235","Compare results of two runs","UI Regression tests","2026-07-18","passed","2026-07-18","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
"Create and then delete a test case","17612","Create and then delete a test case","UI Regression tests","2026-07-18","passed","2026-07-18","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","testCaseCreationAndDeletionTest"
