"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify selection can be created","1297","Verify selection can be created","API regression tests","2026-07-22","passed","2026-07-22","Sections functionality tests","API Tests","tests.api.SectionAPITest","checkCreateSection"
"Verify a section can be moved into another section","3030","Verify a section can be moved into another section","API regression tests","2026-07-22","passed","2026-07-22","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
"Create and then delete a project","17687","Create and then delete a project","UI Regression tests","2026-07-22","passed","2026-07-22","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","createAndDeleteProjectTest"
"Fill a custom field (Preconditions) of a test case","16090","Fill a custom field of a test case","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Create milestone","25662","Verify milestone can be created","UI Regression tests","2026-07-22","passed","2026-07-22","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","createMilestoneTest"
"Verify a test case attachment can be deleted","2895","Verify a test case attachment can be deleted","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Edit test case title via edit form","14424","Edit test case title via edit form","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","editTestCaseTest"
"Login with valid credentials","9742","Login with valid credentials","UI Smoke tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","Smoke Tests","tests.ui.LoginTest","loginTest"
"Create role","12941","Verify role can be created","UI Regression tests","2026-07-22","passed","2026-07-22","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Login with invalid credentials shows error","5408","Login with invalid credentials shows error","UI Regression tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Delete role","14612","Verify role can be deleted","UI Regression tests","2026-07-22","passed","2026-07-22","Role management functionality tests","UI Tests","tests.ui.RolesTest","deleteRole"
"Create and then delete a test case","18208","Create and then delete a test case","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","testCaseCreationAndDeletionTest"
"Verify a test case title can be updated","1244","Verify a test case title can be updated","API regression tests","2026-07-22","passed","2026-07-22","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
"Log out from the application","9131","Log out from the application","UI Regression tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","UI Tests","tests.ui.LoginTest","logOutTest"
"Login with invalid credentials shows error","5513","Login with invalid credentials shows error","UI Regression tests","2026-07-22","passed","2026-07-22","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Verify API authentication succeeds with valid credentials","4403","Verify API authentication succeeds with valid credentials","API regression tests","2026-07-22","passed","2026-07-22","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkValidCredentialsAuthentication"
"Add failed result with attachment","58326","Add failed result with attachment","UI Regression tests","2026-07-22","passed","2026-07-22","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
"Change color scheme","16494","Verify color scheme can be changed","UI Regression tests","2026-07-22","passed","2026-07-22","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeColorScheme"
"Update role","16297","Verify role can be updated","UI Regression tests","2026-07-22","passed","2026-07-22","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Verify project test cases can be retrieved","977","Verify project test cases can be retrieved","API regression tests","2026-07-22","passed","2026-07-22","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","getTestCases"
"Create a new test case","15703","Create a new test case","UI Smoke tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","Smoke Tests","tests.ui.TestCaseTest","testCaseCreationTest"
"Verify a test case attachment can be retrieved","1128","Verify a test case attachment can be retrieved","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Open an existing test case","12249","Open an existing test case","UI Regression tests","2026-07-22","passed","2026-07-22","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Create test run","40230","Create test run","UI Smoke tests","2026-07-22","passed","2026-07-22","Test runs functionality tests","Smoke Tests","tests.ui.TestRunTest","createRunTest"
"Compare results of two runs","52742","Compare results of two runs","UI Regression tests","2026-07-22","passed","2026-07-22","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
"Verify a result can be added to a test run","1235","Verify a result can be added to a test run","API regression tests","2026-07-22","passed","2026-07-22","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","addResultForCase"
"Verify an attachment can be added to a test case","3672","Verify an attachment can be added to a test case","API regression tests","2026-07-22","passed","2026-07-22","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Verify the created project can be deleted","1163","Verify the created project can be deleted","API regression tests","2026-07-22","passed","2026-07-22","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","deleteProject"
"Deactivate user","0","Verify user can be deactivated","UI Regression tests","2026-07-22","unknown","2026-07-22","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","deactivateUserTest"
"Add passed result to a test","39222","Add passed result to a test","UI Regression tests","2026-07-22","passed","2026-07-22","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addPassedResultTest"
"Filter tests in run by status","40024","Filter tests in run by status","UI Regression tests","2026-07-22","passed","2026-07-22","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","filterByStatusTest"
"Change language","16751","Verify language can be changed","UI Regression tests","2026-07-22","passed","2026-07-22","Settings functionality tests","UI Tests","tests.ui.SettingsTest","changeLanguage"
"Export run results to a file","39924","Export run results to a file","UI Regression tests","2026-07-22","failed","2026-07-22","Reports functionality tests","UI Tests","tests.ui.ReportTest","exportRunResultsTest"
"Verify created test data can be deleted","2125","Verify created test data can be deleted","API regression tests","2026-07-22","passed","2026-07-22","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Close test run","38573","Close test run","UI Regression tests","2026-07-22","passed","2026-07-22","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Complete milestone","38392","Verify milestone can be completed","UI Regression tests","2026-07-22","passed","2026-07-22","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Update user's name","13233","Verify user's name can be updated","UI Regression tests","2026-07-22","passed","2026-07-22","Settings functionality tests","UI Tests","tests.ui.SettingsTest","updateUsersName"
"Update user group","15934","Verify group can be updated","UI Regression tests","2026-07-22","passed","2026-07-22","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
