"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Add test case to suite","31593","Add test case to suite","UI Regression tests","2026-07-21","passed","2026-07-21","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Login with invalid credentials shows error","6177","Login with invalid credentials shows error","UI Regression tests","2026-07-21","passed","2026-07-21","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"View test run statistics","44275","View test run statistics","UI Regression tests","2026-07-21","passed","2026-07-21","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Verify API authentication fails with invalid credentials","769","Verify API authentication fails with invalid credentials","API regression tests","2026-07-21","passed","2026-07-21","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Create role","13690","Verify role can be created","UI Regression tests","2026-07-21","passed","2026-07-21","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Create a new test case","14274","Create a new test case","UI Smoke tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","Smoke Tests","tests.ui.TestCaseTest","testCaseCreationTest"
"Verify project test runs can be retrieved","3693","Verify project test runs can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getTestRuns"
"Fill a custom field (Preconditions) of a test case","16217","Fill a custom field of a test case","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Open an existing test case","13559","Open an existing test case","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Add failed result with attachment","63383","Add failed result with attachment","UI Regression tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","addFailedResultWithAttachmentTest"
"Create user group","16589","Verify group can be created","UI Regression tests","2026-07-21","passed","2026-07-21","Group management functionality tests","UI Tests","tests.ui.GroupTest","createGroupTest"
"Verify the projects list can be retrieved","1370","Verify the projects list can be retrieved","API regression tests","2026-07-21","passed","2026-07-21","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Verify a test case can be created","1809","Verify a test case can be created","API regression tests","2026-07-21","passed","2026-07-21","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","createTestCase"
"Verify created test data can be deleted","1818","Verify created test data can be deleted","API regression tests","2026-07-21","passed","2026-07-21","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Update user data","0","Verify user data can be updated","UI Regression tests","2026-07-21","unknown","2026-07-21","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","updateUserDataTest"
"Priority change is reflected in case history","17966","Priority change is reflected in case history","UI Regression tests","2026-07-21","passed","2026-07-21","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","priorityChangeInHistoryTest"
"Close test run","42022","Close test run","UI Regression tests","2026-07-21","passed","2026-07-21","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
