"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify a project can be created","1051","Verify a project can be created","API regression tests","2026-07-23","passed","2026-07-23","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","createProject"
"Verify a test run attachment can be deleted","2629","Verify a test run attachment can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestRun"
"Open an existing test case","10681","Open an existing test case","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Edit test case title via edit form","15384","Edit test case title via edit form","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","editTestCaseTest"
"Login with invalid credentials shows error","5143","Login with invalid credentials shows error","UI Regression tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Complete milestone","37116","Verify milestone can be completed","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Verify the created project can be deleted","952","Verify the created project can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","deleteProject"
"Deactivate user","0","Verify user can be deactivated","UI Regression tests","2026-07-23","unknown","2026-07-23","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","deactivateUserTest"
"Create a new project","17742","Create a new project","UI Smoke tests","2026-07-23","passed","2026-07-23","Project management functionality tests","Smoke Tests","tests.ui.ProjectsTest","createProjectTest"
"Verify the created section with the test case can be deleted","857","Verify the created section with the test case can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Verify a test case attachment can be deleted","2730","Verify a test case attachment can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Verify API authentication fails with invalid credentials","767","Verify API authentication fails with invalid credentials","API regression tests","2026-07-23","passed","2026-07-23","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Update user data","0","Verify user data can be updated","UI Regression tests","2026-07-23","unknown","2026-07-23","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","updateUserDataTest"
"Move test case to another section via edit form","15444","Move test case to another section via edit form","UI Regression tests","2026-07-23","passed","2026-07-23","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","moveTestCaseToSectionTest"
"Update user group","16437","Verify group can be updated","UI Regression tests","2026-07-23","passed","2026-07-23","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
"Verify a section can be moved into another section","2680","Verify a section can be moved into another section","API regression tests","2026-07-23","passed","2026-07-23","Sections functionality tests","API Tests","tests.api.SectionAPITest","moveSection"
"Compare results of two runs","50978","Compare results of two runs","UI Regression tests","2026-07-23","passed","2026-07-23","Reports functionality tests","UI Tests","tests.ui.ReportTest","compareRunsTest"
"Verify created test data can be deleted","1800","Verify created test data can be deleted","API regression tests","2026-07-23","passed","2026-07-23","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","deleteTestRunData"
"Create user group","31782","Verify group can be created","UI Regression tests","2026-07-23","passed","2026-07-23","Group management functionality tests","UI Tests","tests.ui.GroupTest","createGroupTest"
"Close test run","39124","Close test run","UI Regression tests","2026-07-23","passed","2026-07-23","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","closeRunTest"
"Verify an attachment can be added to a test run","2750","Verify an attachment can be added to a test run","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Delete user group","14744","Verify group can be deleted","UI Regression tests","2026-07-23","passed","2026-07-23","Group management functionality tests","UI Tests","tests.ui.GroupTest","deleteGroupTest"
"Delete milestone","33449","Verify milestone can be deleted","UI Regression tests","2026-07-23","passed","2026-07-23","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","deleteMilestoneTest"
"Session expires after clearing browser cookies","8978","Session expires after clearing browser cookies","UI Regression tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","UI Tests","tests.ui.LoginTest","sessionExpiredAfterCookieClear"
"Verify a test run attachment can be retrieved","919","Verify a test run attachment can be retrieved","API regression tests","2026-07-23","passed","2026-07-23","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"View test run statistics","43248","View test run statistics","UI Regression tests","2026-07-23","passed","2026-07-23","Reports functionality tests","UI Tests","tests.ui.ReportTest","viewRunStatisticsTest"
"Log out from the application","9308","Log out from the application","UI Regression tests","2026-07-23","passed","2026-07-23","Authentication functionality tests","UI Tests","tests.ui.LoginTest","logOutTest"
