"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Fill a custom field (Preconditions) of a test case","14942","Fill a custom field of a test case","UI Regression tests","2026-07-19","passed","2026-07-19","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Create role","12666","Verify role can be created","UI Regression tests","2026-07-19","passed","2026-07-19","Role management functionality tests","UI Tests","tests.ui.RolesTest","createRole"
"Add test case to suite","27847","Add test case to suite","UI Regression tests","2026-07-19","passed","2026-07-19","Test suites functionality tests","UI Tests","tests.ui.TestSuiteTest","addCaseToSuiteTest"
"Edit project name","18284","Edit project name","UI Regression tests","2026-07-19","passed","2026-07-19","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Verify the projects list can be retrieved","1693","Verify the projects list can be retrieved","API regression tests","2026-07-19","passed","2026-07-19","Projects API functionality tests","API Tests","tests.api.ProjectAPITest","getProjects"
"Verify API authentication fails with invalid credentials","1051","Verify API authentication fails with invalid credentials","API regression tests","2026-07-19","passed","2026-07-19","API authentication functionality tests","API Tests","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Verify a section can be updated","1065","Verify a section can be updated","API regression tests","2026-07-19","passed","2026-07-19","Sections functionality tests","API Tests","tests.api.SectionAPITest","updateSection"
"Create milestone","22829","Verify milestone can be created","UI Regression tests","2026-07-19","passed","2026-07-19","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","createMilestoneTest"
"Verify a test case attachment can be deleted","2763","Verify a test case attachment can be deleted","API regression tests","2026-07-19","passed","2026-07-19","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Verify a test case title can be updated","1087","Verify a test case title can be updated","API regression tests","2026-07-19","passed","2026-07-19","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
"Update role","15808","Verify role can be updated","UI Regression tests","2026-07-19","passed","2026-07-19","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
