"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify a project can be created","972","Verify a project can be created","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.ProjectAPITest","Surefire test","tests.api.ProjectAPITest","createProject"
"Verify test run results can be retrieved","1004","Verify test run results can be retrieved","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.TestRunAPITest","Surefire test","tests.api.TestRunAPITest","getResultsForRun"
"Verify API authentication succeeds with valid credentials","2657","Verify API authentication succeeds with valid credentials","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.AuthAPITest","Surefire test","tests.api.AuthAPITest","checkValidCredentialsAuthentication"
"Verify project test cases can be retrieved","991","Verify project test cases can be retrieved","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.TestCaseAPITest","Surefire test","tests.api.TestCaseAPITest","getTestCases"
"Verify an attachment can be added to a test case","3334","Verify an attachment can be added to a test case","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Verify a test case attachment can be deleted","2655","Verify a test case attachment can be deleted","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","deleteAttachmentFromTestCase"
"Verify project test runs can be retrieved","3748","Verify project test runs can be retrieved","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.TestRunAPITest","Surefire test","tests.api.TestRunAPITest","getTestRuns"
"Verify the projects list can be retrieved","961","Verify the projects list can be retrieved","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.ProjectAPITest","Surefire test","tests.api.ProjectAPITest","getProjects"
"Verify a test case title can be updated","1135","Verify a test case title can be updated","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.TestCaseAPITest","Surefire test","tests.api.TestCaseAPITest","updateTestCase"
"Verify a test run attachment can be deleted","2446","Verify a test run attachment can be deleted","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","deleteAttachmentFromTestRun"
"Verify a section can be updated","885","Verify a section can be updated","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.SectionAPITest","Surefire test","tests.api.SectionAPITest","updateSection"
"Verify API authentication fails with invalid credentials","881","Verify API authentication fails with invalid credentials","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.AuthAPITest","Surefire test","tests.api.AuthAPITest","checkInvalidCredentialsAuthentication"
"Verify selection can be created","1449","Verify selection can be created","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.SectionAPITest","Surefire test","tests.api.SectionAPITest","checkCreateSection"
"Verify the created section with the test case can be deleted","857","Verify the created section with the test case can be deleted","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.TestCaseAPITest","Surefire test","tests.api.TestCaseAPITest","deleteTestCaseSection"
"Verify a test run attachment can be retrieved","967","Verify a test run attachment can be retrieved","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","retrieveAttachmentFromTestRun"
"Verify created sections can be deleted","2792","Verify created sections can be deleted","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.SectionAPITest","Surefire test","tests.api.SectionAPITest","deleteSections"
"Verify created test data can be deleted","1899","Verify created test data can be deleted","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.TestRunAPITest","Surefire test","tests.api.TestRunAPITest","deleteTestRunData"
"Verify a section can be moved into another section","2613","Verify a section can be moved into another section","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.SectionAPITest","Surefire test","tests.api.SectionAPITest","moveSection"
"Verify a test case attachment can be retrieved","817","Verify a test case attachment can be retrieved","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","retrieveAttachmentFromTestCase"
"Verify a result can be added to a test run","1155","Verify a result can be added to a test run","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.TestRunAPITest","Surefire test","tests.api.TestRunAPITest","addResultForCase"
"Verify a test case can be created","2085","Verify a test case can be created","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.TestCaseAPITest","Surefire test","tests.api.TestCaseAPITest","createTestCase"
"Verify an attachment can be added to a test run","2504","Verify an attachment can be added to a test run","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.AttachmentAPITest","Surefire test","tests.api.AttachmentAPITest","addAttachmentToTestRun"
"Verify the created project can be deleted","1001","Verify the created project can be deleted","Surefire suite","2026-07-18","passed","2026-07-18","tests.api.ProjectAPITest","Surefire test","tests.api.ProjectAPITest","deleteProject"
