"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Fill a custom field (Preconditions) of a test case","12981","Fill a custom field of a test case","UI Regression tests","2026-07-20","passed","2026-07-20","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","fillCustomFieldTest"
"Verify a test case title can be updated","1292","Verify a test case title can be updated","API regression tests","2026-07-20","passed","2026-07-20","Test cases API functionality tests","API Tests","tests.api.TestCaseAPITest","updateTestCase"
"Delete user group","13528","Verify group can be deleted","UI Regression tests","2026-07-20","passed","2026-07-20","Group management functionality tests","UI Tests","tests.ui.GroupTest","deleteGroupTest"
"Update role","14754","Verify role can be updated","UI Regression tests","2026-07-20","passed","2026-07-20","Role management functionality tests","UI Tests","tests.ui.RolesTest","updateRole"
"Verify project test runs can be retrieved","4397","Verify project test runs can be retrieved","API regression tests","2026-07-20","passed","2026-07-20","Test runs API functionality tests","API Tests","tests.api.TestRunAPITest","getTestRuns"
"Export run results to a file","33507","Export run results to a file","UI Regression tests","2026-07-20","passed","2026-07-20","Reports functionality tests","UI Tests","tests.ui.ReportTest","exportRunResultsTest"
"Edit project name","18494","Edit project name","UI Regression tests","2026-07-20","passed","2026-07-20","Project management functionality tests","UI Tests","tests.ui.ProjectsTest","editProjectNameTest"
"Open an existing test case","9645","Open an existing test case","UI Regression tests","2026-07-20","passed","2026-07-20","Test cases functionality tests","UI Tests","tests.ui.TestCaseTest","openTestCaseTest"
"Login with invalid credentials shows error","5195","Login with invalid credentials shows error","UI Regression tests","2026-07-20","passed","2026-07-20","Authentication functionality tests","UI Tests","tests.ui.LoginTest","loginWithInvalidCredentialsTest"
"Complete milestone","31493","Verify milestone can be completed","UI Regression tests","2026-07-20","passed","2026-07-20","Milestones functionality tests","UI Tests","tests.ui.MilestoneTest","completeMilestoneTest"
"Verify an attachment can be added to a test case","4086","Verify an attachment can be added to a test case","API regression tests","2026-07-20","passed","2026-07-20","Attachments functionality tests","API Tests","tests.api.AttachmentAPITest","addAttachmentToTestCase"
"Filter tests in run by status","35955","Filter tests in run by status","UI Regression tests","2026-07-20","passed","2026-07-20","Test runs functionality tests","UI Tests","tests.ui.TestRunTest","filterByStatusTest"
"Create user","0","Verify user can be created","UI Regression tests","2026-07-20","unknown","2026-07-20","User management functionality tests","UI Tests","tests.ui.UserNRolesTest","createUserTest"
"Update user group","14347","Verify group can be updated","UI Regression tests","2026-07-20","passed","2026-07-20","Group management functionality tests","UI Tests","tests.ui.GroupTest","updateGroupTest"
